0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.575,19.647,21.318,22.421,24.442,25.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.577,20.166,21.159,21.455,22.479,23.989,24.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.186,20.267,21.282,21.839,22.697,23.491,23.679,24.292,25.815,27.227,27.978,29.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.107,19.983,20.951,21.823,22.702,23.172,23.64,24.719,26.139,26.967,27.821,29.124,29.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.397,19.991,20.72,21.383,22.075,22.482,23.312,24.726,25.738,26.375,27.329,28.65,29.366,29.744,30.699,0,0,0,0,0,0,0,0,0,0,0,0,51.211,48.659,49.205,48.087,44.614,47.242,50.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.532,20.042,20.517,21.15,21.674,22.062,22.848,24.054,24.657,25.028,26.35,27.584,28.345,28.965,30.234,31.717,32.309,32.6,33.239,33.489,32.892,31.934,32.28,33.271,38.151,41.453,44.994,47.712,47.352,46.597,44.507,42.102,43.372,45.66,47.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.535,19.951,20.272,20.948,21.494,22.075,22.868,23.623,24.059,24.674,25.874,26.99,27.657,28.348,29.736,31,31.879,32.397,33.177,34.065,33.742,32.641,31.984,32.124,33.484,37.389,40.963,44.024,45.262,45.17,43.165,41.181,40.532,42.341,43.65,47.127,47.28,46.899,47.195,44.647,42.699,47.824,46.926,50.046,48.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19.955,20.122,20.733,21.218,21.955,22.785,23.421,24.027,24.9,26.07,26.824,27.379,28.252,29.468,30.551,31.339,32.09,32.917,33.765,34.056,33.199,32.418,32.032,31.718,33.758,37.596,41.167,43.971,44.761,42.735,41.251,39.45,40.363,41.686,42.98,44.008,44.138,44.414,42.324,40.373,43.036,43.882,45.489,44.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.391,40.028,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19.838,20.078,20.612,21.209,21.785,22.398,22.898,23.538,24.468,25.34,26.03,26.742,27.763,29.022,30.181,30.926,31.726,32.594,33.239,33.538,33.327,32.802,32.329,31.803,31.58,34.101,38.056,42.847,45.035,43.197,41.796,39.203,39.853,40.393,39.901,41.733,41.485,42.1,39.955,38.279,39.559,41.972,42.788,42.448,43.899,45.158,44.796,47.07,49.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.077,38.691,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19.539,19.943,20.551,21.059,21.547,22.12,22.642,23.165,23.829,24.575,25.226,25.911,27.009,28.183,29.337,30.328,31.121,32.004,32.828,33.105,33.11,33.014,32.527,31.801,31.468,31.699,34.397,40.414,46.403,44.862,43.189,40.469,40.237,40.251,38.797,39.763,39.857,40.489,38.813,37.44,37.588,40.766,40.665,40.173,41.601,42.664,41.489,43.912,44.931,44.022,46.759,45.744,47.728,48.497,0,0,0,0,0,0,42.42,42.625,42.865,41.23,39.467,37.253,36.125,36.656,37.465,41.195,46.221,0,0,0,0,0
0,0,0,0,0,0,0,19.475,19.934,20.546,21.07,21.608,22.111,22.625,23.071,23.501,24.178,24.958,25.745,26.545,27.472,28.414,29.32,30.184,31.111,32.125,32.865,32.971,33.22,33.127,32.193,31.04,31.246,31.406,35.063,42.59,45.72,43.986,41.093,41.039,41.264,39.422,38.616,39.572,40.018,39.613,38.021,37.704,39.946,38.644,37.745,39.969,40.563,40.262,41.896,42.307,42.041,42.706,41.848,42.438,42.283,42.172,41.388,41.619,40.936,41.216,43.323,43.956,43.806,42.504,40.64,38.532,35.828,34.413,33.869,33.748,35.508,39.105,44.828,51.066,20.048,0.49273,0
0,0,0,0,0,0,0,19.603,20.049,20.654,21.252,21.815,22.269,22.597,22.975,23.436,24.019,24.719,25.389,25.991,26.587,27.35,28.193,29.015,29.846,30.748,31.681,32.429,32.872,33.269,33.056,32.215,31.611,31.352,31.618,35.978,42.459,44.757,41.191,40.007,41.168,40.546,39.434,39.797,40.357,40.883,39.291,38.6,38.791,36.802,35.989,38.267,38.875,39.88,40.821,41.83,40.95,40.918,39.435,37.579,39.245,40.047,42.04,43.367,42.083,42.31,43.402,44.275,43.607,41.834,39.844,36.892,34.222,32.621,31.456,30.953,31.477,33.76,37.778,45.056,53.23,12.797,0.25143
0,0,0,0,0,0,0,0,20.105,20.762,21.363,21.791,22.062,22.288,22.63,23.148,23.661,24.077,24.528,25.09,25.679,26.337,27.027,27.735,28.497,29.349,30.303,31.445,32.491,32.874,33.084,32.907,32.121,31.117,31.169,32.169,36.584,43.939,44.661,40.969,40.19,40.523,40.015,40.15,40.493,40.711,39.295,39.26,38.764,38.007,37.548,37.916,39.33,39.84,41.264,42.434,41.192,42.006,41.031,39.649,39.522,41.475,43.097,42.653,41.57,42.24,43.219,43.435,42.64,40.93,38.404,35.208,32.242,30.654,29.617,28.573,28.533,29.755,32.564,38.008,47.8,42.506,6.0653
0,0,0,0,0,0,0,0,19.986,20.741,21.107,21.386,21.664,21.948,22.263,22.703,23.118,23.446,23.709,24.171,24.733,25.317,25.919,26.585,27.368,28.248,29.159,30.272,31.451,32.252,32.523,33.033,32.888,31.66,30.833,31.31,31.804,38.668,46.517,44.611,40.681,40.078,40.397,40.716,40.677,40.661,40.06,41.281,41.015,42.24,41.348,40.648,41.563,40.512,41.262,40.979,41.118,43.43,42.533,41.832,41.371,41.735,42.17,41.825,41.566,41.968,42.251,41.694,41.018,39.199,36.125,33.33,30.232,28.693,27.706,26.435,25.936,26.98,28.83,32.703,40.542,51.784,25.598
0,0,0,0,0,0,0,0,0,20.485,20.808,21.037,21.382,21.749,22.072,22.384,22.647,22.885,23.108,23.386,23.808,24.388,25.064,25.843,26.677,27.46,28.153,28.839,29.665,30.468,31.212,31.87,32.363,32.06,31.416,31.086,31.502,33.842,41.331,45.507,42.633,40.561,40.658,40.809,40.686,41.149,41.309,42.912,43.172,44.175,41.991,41.732,42.157,40.929,40.98,40.783,42.284,43.513,41.742,40.293,39.779,40.734,41.896,41.743,41.565,41.194,40.642,39.976,38.544,35.864,32.971,30.328,28.241,26.906,25.952,24.774,24.279,25.166,26.128,29.065,34.476,44.676,48.591
0,0,0,0,0,0,0,0,0,20.225,20.305,20.623,21.078,21.417,21.63,21.814,22.001,22.236,22.522,22.818,23.077,23.644,24.374,25.176,25.907,26.394,26.867,27.451,28.148,28.892,29.744,30.688,31.133,31.48,31.394,30.937,30.953,32.568,36.744,42.021,44.186,42.026,39.925,39.734,40.599,41.541,41.56,42.95,43.561,44.234,41.417,40.062,40.771,40.593,40.512,39.694,40.325,41.473,40.685,39.355,38.602,39.287,40.494,41.13,40.648,39.516,38.935,37.972,35.488,32.681,29.95,27.613,26.545,25.612,24.508,23.512,23.534,23.938,24.393,26.18,30.14,37.614,48.353
0,0,0,0,0,0,0,0,0,0,19.888,20.088,20.569,20.865,21.065,21.271,21.571,22.023,22.384,22.604,22.747,22.989,23.546,24.198,24.676,25.01,25.454,26.102,26.787,27.46,28.277,29.273,30.085,30.522,31.015,30.929,30.569,31.639,34.465,38.534,42.76,43.114,40.123,39.122,41.12,42.541,42.225,43.498,43.51,45.134,42.598,40.081,40.41,40.427,39.931,39.29,39.518,40.257,39.595,38.858,38.201,38.367,39.24,39.699,38.663,37.36,36.532,35.06,32.595,29.967,27.622,25.945,25.248,24.48,23.571,22.867,23.183,23.244,23.608,24.163,26.737,32.078,40.927
0,0,0,0,0,0,0,0,0,0,21.016,19.993,20.295,20.522,20.521,20.596,21.105,21.751,22.252,22.361,22.363,22.529,22.896,23.4,23.737,24.009,24.337,24.948,25.56,26.144,26.855,27.719,28.64,29.384,30.041,30.766,30.651,30.504,32.724,36.174,40.249,42.772,41.07,39.562,40.756,41.603,41.336,41.656,41.561,42.454,41.527,40.258,40.596,40.474,39.905,39.787,39.836,39.559,38.688,38.373,37.528,37.364,37.643,37.377,36.29,34.804,33.662,31.921,29.797,27.623,26.104,25.144,24.333,23.541,22.848,22.67,22.934,23.094,23.08,23.097,24.112,28.006,34.298
0,0,0,0,0,0,0,0,0,0,23.509,22.005,21.551,21.351,20.925,20.416,20.465,21.021,21.286,21.238,21.418,21.788,22.264,22.655,22.937,23.239,23.586,23.974,24.423,24.975,25.602,26.341,27.211,28.04,28.777,29.902,31.066,31.027,31.12,34.431,38.929,40.91,40.372,39.579,40.521,41.183,40.457,40.052,39.833,39.934,40.028,39.816,39.845,39.782,39.89,40.172,39.905,39.669,38.819,38.253,37.637,36.312,35.681,35.016,33.957,32.506,30.992,29.283,27.26,25.585,25.049,24.454,23.743,22.998,22.404,22.65,22.881,23.007,22.884,22.757,23.113,24.766,29.171
0,0,0,0,0,0,0,0,0,0,0,21.586,21.634,21.845,21.766,21.376,21.105,21.091,20.99,20.71,20.609,21.03,21.491,21.813,22.07,22.43,22.815,23.083,23.265,23.821,24.53,25.257,25.988,26.781,27.735,28.936,30.404,31.154,30.752,32.057,36.84,40.399,39.792,38.665,39.736,41.629,41.301,39.617,39.035,39.184,39.907,39.675,39.079,39.296,40.427,40.911,40.221,40.026,39.477,38.724,38.088,36.679,34.048,32.674,31.503,30.315,28.855,27.034,25.37,24.567,24.234,23.815,23.232,22.712,22.555,22.784,23.012,23.063,22.962,22.813,23.028,23.407,25.059
0,0,0,0,0,0,0,0,0,0,0,20.185,20.469,20.954,21.496,21.819,21.686,21.717,21.661,21.295,20.908,20.646,20.991,21.342,21.653,21.931,22.234,22.467,22.715,23.042,23.635,24.308,24.993,25.784,26.725,27.94,29.248,30.553,31.159,31.444,34.316,38.869,39.936,38.402,38.75,40.958,41.374,39.336,38.257,38.321,39.47,39.943,39.303,39.867,41.012,40.917,40.047,39.678,39.658,39.223,38.181,36.634,34.256,31.214,29.563,28.27,27.007,25.434,24.164,23.848,23.573,23.219,22.872,22.773,22.97,23.137,23.273,23.328,23.169,23.11,23.371,23.605,23.97
0,0,0,0,0,0,0,0,0,0,0,0,19.819,20.083,20.537,21.038,21.375,21.63,22.078,22.341,21.84,21.31,21.071,21.244,21.523,21.738,21.927,22.169,22.436,22.689,23.026,23.634,24.338,24.992,26.101,27.443,28.839,30.519,31.275,31.655,33.189,36.849,39.09,38.21,38.021,38.904,39.207,38.528,37.676,36.858,37.546,39.129,39.643,40.187,40.594,39.954,39.214,38.646,38.666,38.916,37.646,35.898,34.445,31.604,28.398,26.795,25.334,24.209,23.646,23.392,23.097,22.819,22.805,23.092,23.413,23.594,23.699,23.735,23.534,23.439,23.863,24.257,24.438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.33,20.582,20.801,21.285,21.927,22.215,21.895,21.564,21.422,21.433,21.563,21.72,21.906,22.158,22.501,22.901,23.362,23.945,24.683,25.801,27.184,28.787,30.703,31.043,30.995,32.83,35.921,37.386,36.741,37.098,37.183,37.322,37.812,37.436,36.526,35.414,36.979,38.505,38.846,38.871,38.844,38.382,37.729,37.333,37.277,36.394,34.744,33.378,31.764,28.695,26.088,24.573,23.65,23.341,23.138,22.889,22.786,22.998,23.34,23.735,24.105,24.213,24.172,24.015,23.705,24.312,24.938,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.415,20.57,20.722,20.732,20.815,21.259,21.673,21.77,21.592,21.447,21.348,21.495,21.779,22.085,22.338,22.695,23.184,23.685,24.136,25.287,26.8,28.162,29.858,30.691,30.822,31.733,35.445,37.354,36.688,36.967,37.036,36.963,37.39,37.367,37.416,36.083,36.055,37.137,37.352,37.184,37.57,37.789,37.32,36.465,35.727,34.896,33.411,31.932,30.538,28.468,25.873,24.307,23.685,23.278,23.013,22.88,22.942,23.178,23.53,23.957,24.314,24.561,24.551,24.383,24.133,24.284,24.598,24.001
