4147.4,4131.8,4115.9,4128.9,4155.2,4164.1,4152.8,4169.1,4220.4,4242,4213.1,4193,4191.6,4182.2,4132.1,4081.4,4113,4184.9,4208.8,4180.3,4163.8,4172,4175.7,4147.1,4120.8,4138.8,4167.6,4090.7,3967.2,3919.5,3952.1,3964.7,3952.5,3948.1,3940.9,3924.7,3927.6,3930.4,3904.6,3865,3842.4,3852.4,3866.4,3882.7,3886.7,3876.1,3866.1,3857.5,3863.8,3887.3,3905,3902.9,3870,3835.2,3808.6,3787.9,3790.7,3800.2,3805.7,3813.3,3838.8,3889.7,3926.5,3909.6,3895,3885,3880.3,3869.2,3858.2,3854.2,3832.3,3814.6,3874.5,3941.8,3994.9,4043,4009.7,3956.5,3903,3854.1,3841.4,3864.5,3880.7,3870.2,3846.6,3858.4,3892.5,3903.5,3892.8,3909.5,3968.9,4011.9,3975.9,3930,3882.8,3849.1,3846.4,3867.2,3948.9,4072,4179.5,4247.3,4305.1,4340.3,4355.6,4353.3,4348,4356.7,4379.2,4437,4508.8,4552.5,4539.7,4518.6,4538.5,4558.7,4538.2,4525.6,4546.6,4589.1
4075.8,4058.7,4028.8,3995.1,3988.6,4032.7,4066.8,4087.4,4101.5,4051,4020.9,4062.5,3918.5,4010.8,3957.7,3925.9,3933.7,3920,3895.3,3872.6,3853.9,3845,3812.1,3764.9,3736.5,3760.7,3839.6,3856.1,3804.2,3793.5,3823.2,3820.1,3768.9,3721.2,3726.4,3742.2,3807.6,3864.5,3852.2,3803.2,3776.5,3782.2,3799.6,3841.8,3882.7,3890.4,3890.9,3873.7,3844.3,3854.7,3911,3952,3947.7,3929.2,3898.2,3867.6,3856.6,3854,3842.1,3826.6,3835.4,3880.3,3923.6,3923.4,3913.8,3873.4,3831,3782.1,3721.3,3727.3,3828.6,3884.5,3865.4,3860.3,3886.4,3920.5,3929.9,3922.6,3885.4,3831.1,3791.5,3784.4,3790.4,3819.3,3847.5,3836.8,3817.6,3822,3828.8,3849,3882.9,3877.6,3831.3,3821.2,3873.6,3898.5,3865.1,3828.7,3836.9,3859.1,3869.6,3869.2,3890.7,3999.3,4109.1,4155,4175.6,4208.7,4233.1,4211.8,4207.6,4275,4326.7,4388.9,4491.7,4664.1,4806.1,4675,4498.5,4455.5
4008.9,4022.1,3999,3939.1,3917.6,3961.6,3982.3,3963.4,3895.4,3808.2,3915.6,3884.7,3933.9,3906.9,3887.5,3885.2,3889.8,3891.1,3899.3,3910.7,3913.4,3914.7,3916.6,3902.9,3863.1,3821.5,3802.1,3808,3829.8,3851.5,3875.6,3890,3881.3,3855.7,3830.5,3813.9,3823.3,3847.1,3833.5,3786.2,3743.9,3716.3,3709.4,3742.1,3781,3782.2,3776.7,3768.4,3757.8,3767.4,3801.9,3843.1,3883.5,3903.7,3876,3849.8,3854,3864.4,3859.8,3845,3838.4,3849,3873.1,3913,3939.3,3872.3,3802.9,3789,3791.8,3789.6,3799.1,3820.3,3829.6,3825.7,3821.3,3825.9,3847.8,3870.7,3874.5,3868.6,3835.8,3787,3744.6,3713.6,3697.4,3716,3741.3,3787.1,3827,3844.7,3855.8,3847.8,3829.4,3844.6,3904.4,3954.8,3933.1,3909.2,3900.4,3899.3,3869.6,3812.1,3768,3757.9,3749.7,3777.7,3814.6,3883.9,3931.7,3932.3,3917.3,3936,4011.1,4081,4224.6,4353.4,4516.5,4763.7,4786.1,4532.1
3953.6,4008.7,4001.3,3954.6,3922.2,3912.9,3918.1,3903.9,3826.2,3796,3871.8,3852.2,3870.1,3869.4,3869,3871.2,3874.9,3879.8,3881.3,3882.7,3887.3,3895.4,3906,3912.7,3921.6,3909.6,3889.6,3869.5,3863.1,3865.6,3880.1,3908.3,3953.6,3964.7,3951.2,3932.4,3892.7,3868.6,3896.2,3917.5,3886.4,3825.2,3782,3767.1,3765.6,3774.5,3776.8,3764.8,3748.3,3732.5,3728.3,3747.3,3799.2,3830.7,3781.3,3743.7,3759.5,3783.6,3824.8,3863.5,3856.9,3830.9,3815.9,3818.3,3828.6,3813.5,3786.5,3794.4,3819.6,3806.7,3757.4,3753.2,3798.5,3820.9,3813.6,3810.5,3818.7,3833,3861.5,3886.9,3880.1,3859.7,3831.1,3794.3,3766.4,3767.2,3769.6,3781,3813.1,3840.3,3861.7,3909,3959.8,3957.3,3930.6,3921.6,3934.2,3949,4003.9,4062.1,4106.3,4149.3,4125.2,3978.2,3869.3,3870.1,3871.4,3861.4,3845.4,3827.4,3820.4,3828,3854.4,3900.1,4002.2,4244.4,4349.1,4445.7,4701.2,4761.3
3966,4015.4,3986.6,3939,3894.9,3865.8,3889.5,3886.3,3849.9,3833.7,3857.1,3863.5,3840.7,3841,3840.4,3834.9,3829.2,3826.9,3827.8,3834.6,3844.1,3855.3,3858.8,3851.2,3849.9,3846.5,3840.9,3844.4,3853.3,3850.2,3837.3,3813.2,3807.8,3825.1,3842.5,3852.4,3852.7,3851.6,3904.8,3970.4,3963.2,3906.2,3851.7,3802,3782.8,3828,3864.9,3864.2,3854.2,3835.9,3814.9,3799.2,3797.4,3801,3786.7,3769.7,3778.6,3788,3808.1,3846.1,3847.7,3817.4,3765.8,3695.4,3653.9,3727.7,3794.8,3763.3,3724.3,3732.7,3755.5,3758.3,3755.9,3764.9,3777.4,3784.9,3788.3,3795,3816.4,3845.5,3869,3887.3,3885.8,3873.7,3861.6,3851.1,3825.5,3765.1,3739.4,3786,3823.1,3837,3853.1,3868.6,3877.7,3881.9,3887.2,3897.2,3917.5,3937.2,3933.7,3923.6,3917.9,3923.2,3923.4,3898.5,3866,3828.1,3800.2,3793.3,3782.8,3763.7,3772.2,3841.1,3910.1,4082.1,4344.6,4376.9,4443.4,4746.2
3995.8,4021.2,3949.3,3893.9,3871.3,3880.6,3915.6,3912.9,3893.8,3860.7,3860.2,3866.1,3837.5,3834.1,3834.8,3829.5,3822.5,3816.1,3815,3825.5,3836.4,3843.2,3830.6,3804.5,3782.6,3752,3723.3,3717.1,3762.7,3801.7,3810.2,3780.1,3738.9,3725.7,3734.4,3751.5,3781.9,3808,3814.3,3828.3,3827.8,3812.3,3803.7,3799,3798.9,3820.6,3845.9,3862.1,3873.6,3870,3859.7,3830.9,3794.3,3789.1,3822.6,3852.8,3865.7,3857.7,3790.4,3743,3784.6,3842.5,3826.8,3758.4,3716.7,3747.9,3780.7,3743.4,3704.9,3726.5,3764.6,3760.8,3735.9,3732.7,3749.5,3760.4,3760.3,3754.8,3738.1,3735.1,3757.6,3782.5,3791.9,3794.9,3787.6,3772.6,3762.1,3750.2,3747,3774.9,3797.4,3790.8,3788.7,3826.5,3861.9,3869.7,3868.8,3854.4,3820.8,3786.8,3724.4,3665,3742.1,3886.3,3942.3,3911.7,3875.3,3833.8,3808.5,3801.5,3788.6,3767.1,3759.3,3809.5,3873.8,3903.8,4155.4,4394.6,4392.6,4503.6
4013.4,4020.3,3916.9,3881.6,3880.3,3914.8,3951.2,3953.3,3938.7,3901.8,3860.3,3841,3858.9,3860.8,3855.6,3852.6,3853.4,3853.4,3855.1,3863.1,3871.1,3873,3850.7,3818.1,3784.3,3752.7,3714.7,3679.5,3715.5,3769.7,3809.5,3828.2,3830.4,3819.6,3808.6,3801.7,3804.6,3804.4,3784.7,3761.4,3743.4,3735.9,3763,3802.1,3808,3781.9,3773.2,3794.1,3811.5,3811.2,3806.2,3797.2,3781.4,3773.4,3780.3,3795.5,3815.1,3819.9,3757.4,3700.6,3748.1,3829.3,3844.8,3807.9,3775.8,3758.3,3744.8,3734.9,3725.8,3748.7,3773.3,3768.5,3754,3745.5,3742.7,3743.8,3746.9,3754.4,3766.7,3770.7,3764.5,3760,3755,3750.3,3734.1,3713,3724.7,3754.8,3769.7,3774.5,3786.2,3800.4,3821.5,3868,3910.6,3932.5,3946,3922.7,3873.6,3821.6,3750.7,3685,3736.5,3816.8,3878.8,3928.4,3940,3920.8,3900.2,3868.6,3850.1,3855.1,3855.7,3876.8,3904.9,3822.3,3822.5,4141.5,4419.2,4391.7
4029.1,4014.9,3913.6,3929.8,3945.1,3960.6,3981.6,4000.6,3996,3964.7,3892.4,3841.5,3857,3865.8,3864.9,3864,3866.5,3870.1,3875.1,3881.8,3888.8,3889.1,3863.6,3831.8,3801.6,3796.9,3785.3,3765.7,3756.5,3762.8,3784.8,3815.8,3850.3,3871.3,3878.7,3861.4,3839.2,3829.3,3826.3,3812.2,3774.2,3742.3,3768.3,3806.5,3814.6,3800.2,3788.1,3788.3,3791.5,3789.5,3784.3,3778.7,3772.5,3755.3,3731.6,3721.1,3729,3739.4,3735.1,3723.6,3715.3,3717.6,3736.2,3753.7,3735.8,3694.8,3680.4,3710.8,3733.8,3729.2,3725.7,3728.1,3729.2,3724.9,3719.3,3723.6,3735,3755.3,3793.9,3820.2,3805.1,3787.3,3778.2,3767.2,3763.5,3761.2,3750.8,3743,3728.9,3715.3,3731.6,3764,3800.8,3850.2,3898.3,3926.3,3949.1,3926.1,3880.9,3834.4,3784.9,3735.4,3741,3753.8,3824.5,3913.8,3953.2,3965,3958.9,3922.1,3913.3,3950.3,3966.3,3964.7,3968,3907.3,3737.4,3776.6,4192.4,4432.9
4031.8,3989.7,3976.2,4008.9,4003.4,3990.2,4012,4056.7,4066.6,4047,3964.2,3886.3,3845.6,3827.7,3846.8,3857.5,3848.5,3837.3,3832,3839.4,3847.8,3852.3,3840.6,3825.2,3809.5,3810.4,3813.6,3807.6,3782.8,3756.8,3752.1,3758.5,3786,3829.3,3862.1,3840.4,3809.4,3800,3809.2,3804.7,3770.3,3742.5,3770.5,3804.7,3822.9,3836.3,3832.8,3812.3,3805.1,3814.7,3814.3,3787.6,3763.6,3777.9,3795.2,3779.7,3758,3748.3,3747.6,3742.7,3711.5,3679.6,3695,3722.4,3698.4,3646.2,3647,3706.2,3738.6,3704.4,3672.2,3677.7,3685,3682.7,3682,3698.8,3722,3727.9,3720.1,3711.1,3690.3,3680.1,3699.8,3719.8,3743.3,3765.1,3764.3,3749.4,3718.3,3688,3693.8,3720.1,3752.7,3795.1,3831.6,3840.3,3847.1,3820.3,3784.9,3778.5,3795.1,3801.1,3788.2,3775.4,3740.2,3712,3731.1,3770.7,3799,3809.4,3847.3,3931,3990.3,3999.6,4020.6,4016.3,3924.7,3760.5,3820.2,4315.5
4021.7,4037.8,4090.2,4097.5,4032.6,3976.7,4014.1,4083.7,4110.9,4108.4,4042.9,3970,3901.1,3852.4,3867.4,3887.2,3868.3,3838.2,3816.5,3814.5,3815.6,3818.2,3821,3821.2,3814.4,3803.4,3796.4,3800.6,3804,3797.6,3791.1,3784.1,3784.2,3805.9,3836.4,3806.2,3767.9,3751.2,3748,3740,3720.6,3714.2,3747.7,3779.2,3782.2,3785.8,3796.3,3802.5,3798.9,3795.8,3797.6,3780.2,3763.2,3815.4,3873.2,3852,3807.4,3782.4,3769.5,3760.4,3752.8,3741,3728.5,3720.4,3708.6,3691.4,3709.8,3758.2,3780.6,3762.3,3743.4,3731.4,3717.7,3679.2,3646.8,3667.6,3703.1,3702.2,3670.3,3638.1,3609.1,3601.8,3635.2,3668,3698.8,3737.6,3782.9,3813.5,3814.3,3802.3,3765.6,3733.6,3767.7,3828.5,3850.4,3821.4,3798.2,3768.7,3738.4,3764.8,3818.4,3844.6,3829.6,3795,3656.8,3513.8,3513.3,3547.2,3604.4,3663.3,3735.3,3827.2,3891.4,3911.3,3942,4008.5,4067.7,3970.9,3760.9,3960.2
