45.189,44.663,44.614,44.802,45.465,46.633,47.205,46.568,45.971,45.43,44.775,43.694,42.504,41.097,39.676,39.883,40.871,41.696,42.333,43.213,44.5,44.752,42.314,40.057,40.121,40.623,41.938,43.425,43.549,43.166,43.165,43.48,44.361,45.93,47.451,48.786,49.965,50.623,51.274,51.313,51.323,51.514,51.793,51.771,51.509,51.637,52.195,52.789,53.573,54.288,54.513,54.748,54.644,54.527,54.562,54.548,53.209,51.222,50.774,51.695,52.194,51.986,51.765,51.584,51.397,50.875,50.263,49.789,49.39,50.123,51.227,50.751,49.175,48.047,47.449,47.501,49.108,50.31,49.45,48.369,47.914,47.562,46.689,45.672,45.475,45.728,45.786,45.674,45.713,46.029,46.261,46.134,46.018,45.101
43.69,44.285,44.567,44.667,45.09,46.05,46.519,45.965,45.329,44.308,43.335,42.221,41.025,40.482,40.353,40.941,41.844,42.432,42.729,43.248,44.146,44.451,42.307,40.038,40.645,41.851,42.676,43.364,43.714,43.947,44.486,45.457,46.637,48.246,49.665,49.809,49.828,50.433,51.08,51.455,51.748,52.29,53.019,52.956,52.312,52.102,52.181,52.549,53.646,54.727,55.526,56.357,56.598,56.928,56.33,55.353,54.078,52.839,52.912,53.578,53.679,54.481,54.762,54.805,54.886,54.15,53.662,53.267,52.522,51.96,51.697,50.95,49.768,48.864,48.152,48.575,49.185,49.458,49.891,49.381,48.272,47.975,48.62,48.859,48.035,47.104,46.736,46.641,46.687,46.943,47.078,46.563,46.003,45.38
43.674,43.913,44.199,44.239,44.434,44.942,45.037,44.472,43.884,43.082,42.351,41.561,40.778,41.061,42.251,42.846,42.722,42.627,42.504,42.601,43.403,44.186,43.016,41.041,41.114,42.497,43.165,43.265,43.548,44.244,45.142,46.641,48.275,49.949,51.646,51.026,49.928,50.165,50.873,51.525,52.17,53.155,54.473,54.391,53.267,52.601,52.144,52.442,53.852,55.261,56.436,57.48,57.443,57.152,56.349,55.739,55.543,56.311,56.793,53.081,52.162,53.839,55.246,56.325,55.626,54.146,52.921,52.092,51.861,52.381,52.48,51.341,50.032,49.695,49.934,50.745,51.371,50.758,49.798,49.011,48.66,49.598,50.563,50.415,49.557,48.722,48.28,47.979,47.836,47.874,47.752,46.964,46.072,45.609
43.857,43.687,43.651,43.653,43.658,43.655,43.379,42.832,42.332,41.916,41.684,41.438,41.284,41.83,43.193,43.979,43.298,42.698,42.357,42.121,42.765,43.702,43.479,41.957,41.342,42.845,43.908,43.684,43.643,44.517,45.586,47.245,49.073,50.572,51.882,51.896,51.124,51.137,51.972,52.692,52.977,53.41,54.669,54.522,53.204,52.461,52.001,52.625,54.217,55.583,56.099,56.352,55.921,55.39,55.304,55.089,54.781,52.402,49.653,46.505,45.712,45.801,46.96,48.519,49.195,48.843,48.291,47.835,48.333,50.146,52.199,52.394,51.927,51.964,51.978,51.634,50.462,49.346,48.126,46.879,46.53,46.705,47.25,48.418,49.311,49.672,49.447,49.19,48.973,48.819,48.497,47.49,46.431,45.833
42.897,43.259,43.065,42.81,42.266,41.134,40.32,40.761,41.481,42.211,43.131,43.429,43.567,43.619,43.476,43.339,42.818,42.301,42.099,41.976,42.567,43.672,44.221,42.748,41.636,42.836,44.302,44.529,44.537,45.308,46.322,47.606,49.169,50.368,51.008,51.638,52.346,53.125,54,54.68,54.076,53.326,54.061,53.672,52.369,51.926,51.762,52.777,54.491,55.577,55.291,53.611,51.882,50.177,49.142,48.09,47.258,45.442,43.83,40.932,39.901,39.895,40.919,42.208,43.393,43.263,42.769,42.449,42.748,43.808,45.036,45.569,46.352,47.737,47.938,47.357,46.537,45.959,44.616,43.546,43.077,42.781,43.818,45.829,48.112,49.432,49.487,49.703,49.465,49.191,48.888,48.213,47.157,46.063
41.517,42.405,42.24,41.24,39.556,36.89,36.327,38.779,41.098,42.896,44.648,45.14,45.282,45.186,43.97,42.714,42.181,41.839,41.77,41.87,42.293,43.56,44.565,43.606,42.101,42.634,44.33,45.22,45.496,46.138,47.145,48.187,49.486,50.498,50.537,50.927,52.934,54.868,55.895,55.859,53.034,50.418,50.523,50.487,49.311,48.983,48.829,49.367,49.899,49.224,47.379,45.453,43.759,42.193,41.425,40.938,41.489,41.554,39.512,37.11,36.224,35.982,36.887,37.932,38.87,39.108,39.16,39.235,39.444,39.852,40.445,41.019,41.923,42.929,42.469,41.785,41.124,40.886,40.519,40.394,40.174,40.03,40.896,42.005,43.339,44.318,44.886,45.46,46.156,46.88,47.615,48.598,48.399,47.394
39.907,40.431,40.016,38.833,37.465,36.269,37.451,40.063,42.077,43.393,44.569,44.878,44.691,44.48,43.594,42.636,42.163,41.948,41.884,42.063,42.271,43.342,44.556,44.513,43.102,42.351,44.101,45.686,46.235,47.008,48.151,49.195,50.049,50.625,50.341,50.041,51.267,52.439,52.118,50.811,47.54,44.868,44.159,43.873,42.819,42.77,42.948,42.925,42.435,41.149,39.565,38.92,38.804,38.596,38.639,38.516,38.644,38.854,37.983,36.915,35.984,35.469,36.041,36.603,36.98,37.062,37.115,37.237,37.284,37.216,37.483,38.105,38.589,38.417,38.043,37.955,38.158,38.355,38.027,37.59,37.502,37.569,38.135,38.788,39.491,40.024,40.493,40.915,41.459,42.142,42.941,44.397,46.685,49.055
38.365,36.362,35.511,35.747,37.289,39.835,41.839,42.801,43.628,44,44.303,44.241,43.727,43.191,42.814,42.441,42.179,42.072,42.014,42.314,42.582,43.24,44.19,45.043,44.316,43.244,44.039,45.718,46.906,48.295,49.725,50.728,51.019,50.747,50.106,49.305,49.094,48.866,47.685,45.709,42.642,40.414,39.252,38.735,37.91,38.114,38.617,38.628,38.423,38.242,38.065,37.879,37.485,37.028,36.893,37.011,37.646,38.107,37.457,36.753,35.761,35.041,35.301,35.548,35.524,35.365,35.489,35.811,35.882,35.501,35.452,35.996,36.406,36.345,36.251,36.44,36.55,36.522,36.097,35.367,35.236,35.299,35.741,36.302,36.933,37.397,37.755,38.053,38.333,38.64,39.108,40.495,43.025,47.486
37.266,36.917,37.943,39.575,41.061,42.589,43.816,44.013,44.11,44.229,44.347,44.233,43.493,42.642,42.181,41.977,41.899,42.111,42.293,42.603,42.924,43.335,44.076,44.848,45.164,44.78,44.62,45.792,47.281,49.263,51.467,52.405,52.217,50.761,49.43,48.422,47.246,45.64,43.704,41.674,39.682,38.243,37.213,36.653,36.238,36.628,37.289,37.459,37.347,37.236,37.165,36.98,36.411,36.014,36.435,37.112,37.592,37.552,37.005,36.512,35.666,35.03,35.083,35.152,35.101,35.048,35.287,35.722,35.827,35.452,35.35,35.677,35.819,35.442,35.089,35.268,35.405,35.343,35.042,34.372,34.077,33.942,34.006,34.362,34.754,35.061,35.409,35.687,35.864,35.987,36.216,37.226,39.524,43.789
36.379,39.326,42.338,44.839,46.294,45.667,45.219,44.734,44.259,44.157,44.426,44.564,43.698,42.547,41.733,41.46,41.294,41.902,42.571,43.041,43.368,43.662,44.253,44.909,45.529,45.888,46.108,46.616,47.594,50.472,53.179,51.764,49.647,47.893,46.287,45.236,43.947,42.289,40.647,39.07,37.657,36.656,35.884,35.632,35.531,35.846,36.442,36.624,36.462,36.331,36.336,36.17,35.811,35.799,36.491,37.34,37.425,36.994,36.572,36.16,35.692,35.36,35.234,35.115,35.1,35.133,35.384,35.797,35.858,35.427,35.23,35.351,35.251,34.73,34.492,34.759,34.857,34.763,34.573,34.145,33.805,33.574,33.524,33.605,33.714,33.86,33.978,34.137,34.164,34.004,33.769,34.353,36.12,40.062
