1.3037,1.2922,1.2851,1.2876,1.3131,1.3322,1.3404,1.3525,1.3812,1.4082,1.4009,1.4037,1.4297,1.454,1.4644,1.483,1.5111,1.5392,1.557,1.5618,1.5712,1.5942,1.5991,1.5812,1.5732,1.58,1.5826,1.5752,1.5689,1.5714,1.5824,1.5865,1.5808,1.5802,1.5855,1.589,1.5848,1.5766,1.5704,1.587,1.5922,1.577,1.5738,1.5977,1.625,1.6328,1.6317,1.6242,1.5968,1.5536,1.5052,1.47,1.4552,1.4261,1.3764,1.3185,1.2891,1.2877,1.3002,1.3,1.2893,1.2881,1.297,1.3084,1.3077,1.288,1.2652,1.2591,1.2689,1.275,1.2717,1.2629,1.2528,1.2467,1.2438,1.2488,1.2608,1.2678,1.2554,1.2449,1.2442,1.2549,1.2553,1.2399,1.2254,1.2169,1.2136,1.2167,1.2263,1.2383,1.227,1.205,1.1779,1.1566,1.1502,1.1587,1.1679,1.1662,1.1549,1.1502,1.1551,1.1671,1.1771,1.1707,1.1529,1.1398,1.1281,1.1194,1.1288,1.139,1.1223,1.089,1.0958
1.2364,1.2425,1.2517,1.2753,1.3063,1.3264,1.3314,1.3459,1.3767,1.3973,1.3886,1.3944,1.4144,1.431,1.4432,1.4624,1.4917,1.5297,1.5516,1.5527,1.5648,1.5798,1.5793,1.5712,1.5709,1.5786,1.5769,1.5674,1.5649,1.5706,1.5823,1.5974,1.6017,1.6035,1.6016,1.5879,1.5758,1.5652,1.5692,1.5907,1.6091,1.5943,1.596,1.6174,1.634,1.6357,1.6348,1.6295,1.6095,1.574,1.5339,1.5005,1.4859,1.4649,1.3983,1.322,1.2864,1.3027,1.3046,1.2931,1.2855,1.2907,1.3007,1.3048,1.2945,1.2734,1.2622,1.2709,1.2806,1.2833,1.277,1.268,1.2549,1.2338,1.2285,1.2366,1.2525,1.2632,1.2586,1.2506,1.2527,1.2649,1.2698,1.2587,1.2455,1.2347,1.2203,1.218,1.2226,1.2224,1.2217,1.2096,1.1824,1.162,1.1539,1.1609,1.1697,1.1673,1.1491,1.1281,1.1216,1.1336,1.1474,1.1493,1.1469,1.1429,1.1327,1.1242,1.1365,1.1534,1.1437,1.118,1.0986
1.1965,1.2013,1.2299,1.2662,1.2987,1.3177,1.3191,1.3357,1.3617,1.3728,1.3697,1.3762,1.391,1.4044,1.4176,1.4379,1.4688,1.5045,1.5214,1.5282,1.5371,1.5412,1.5433,1.5592,1.5843,1.5929,1.581,1.5658,1.5598,1.5633,1.5742,1.59,1.6116,1.6256,1.6218,1.6025,1.5656,1.5425,1.5428,1.5652,1.5836,1.5887,1.5967,1.6169,1.6324,1.6386,1.6373,1.6252,1.6141,1.5908,1.5585,1.527,1.5126,1.4937,1.4111,1.3229,1.2994,1.3116,1.302,1.287,1.2848,1.2925,1.299,1.2958,1.2811,1.2653,1.2711,1.2845,1.2923,1.2901,1.2836,1.2733,1.2518,1.2239,1.2117,1.2302,1.2487,1.2578,1.2558,1.2511,1.2539,1.2621,1.2727,1.2745,1.2655,1.255,1.2383,1.2184,1.2061,1.2035,1.2034,1.1964,1.176,1.1577,1.1551,1.164,1.1788,1.1701,1.1516,1.1291,1.1209,1.127,1.1359,1.1383,1.1416,1.1474,1.1387,1.1322,1.1444,1.1644,1.1589,1.138,1.1182
1.1859,1.1818,1.218,1.2569,1.2882,1.2996,1.3044,1.3225,1.3399,1.3462,1.3452,1.3542,1.367,1.3788,1.3915,1.4109,1.447,1.4782,1.4912,1.4971,1.5043,1.5112,1.5316,1.5611,1.5907,1.5877,1.5673,1.5529,1.5513,1.5551,1.5627,1.5793,1.606,1.6355,1.6455,1.6126,1.5679,1.5222,1.5117,1.5293,1.5481,1.5658,1.5935,1.6156,1.6309,1.6323,1.6234,1.6116,1.6043,1.5963,1.58,1.5525,1.5381,1.5124,1.4365,1.351,1.3159,1.3187,1.3003,1.286,1.2843,1.2912,1.2926,1.2857,1.2721,1.2725,1.2871,1.2996,1.3004,1.2968,1.2912,1.2749,1.2487,1.2192,1.2132,1.2313,1.2486,1.2536,1.2504,1.2441,1.2445,1.249,1.2601,1.2794,1.2915,1.2839,1.2601,1.2243,1.1906,1.1865,1.1891,1.183,1.1675,1.1524,1.1444,1.1534,1.1667,1.1722,1.1607,1.144,1.1354,1.1341,1.1298,1.1272,1.1307,1.136,1.1279,1.1173,1.1271,1.1403,1.1465,1.1426,1.1363
1.1816,1.1764,1.2096,1.2479,1.2747,1.2813,1.287,1.3052,1.3149,1.3175,1.321,1.3316,1.3436,1.3538,1.3651,1.3901,1.4358,1.4585,1.4578,1.4626,1.4779,1.498,1.5229,1.5474,1.5582,1.5544,1.5436,1.5422,1.5489,1.5523,1.5561,1.5746,1.6023,1.6293,1.6364,1.6226,1.5868,1.5527,1.5271,1.5164,1.5287,1.5531,1.5844,1.6104,1.6088,1.5978,1.5906,1.5835,1.5799,1.5808,1.5772,1.561,1.5434,1.5166,1.4713,1.3963,1.3427,1.3275,1.3035,1.288,1.2842,1.2874,1.2863,1.277,1.2738,1.2883,1.3052,1.3097,1.3033,1.3015,1.2954,1.276,1.2497,1.2293,1.2267,1.2372,1.2492,1.249,1.2447,1.2357,1.2278,1.2297,1.2469,1.2772,1.3104,1.3081,1.2738,1.2397,1.2125,1.1974,1.1932,1.1963,1.1951,1.1753,1.1457,1.1438,1.1556,1.1649,1.1619,1.1488,1.1393,1.1342,1.1259,1.1194,1.13,1.1366,1.1261,1.1092,1.114,1.1231,1.1317,1.1377,1.1396
1.1644,1.1728,1.1925,1.2355,1.2576,1.2586,1.2633,1.2804,1.2884,1.292,1.2988,1.3103,1.3198,1.3276,1.3436,1.3899,1.4275,1.4215,1.4149,1.4277,1.4528,1.4783,1.5059,1.5251,1.5317,1.532,1.5368,1.5451,1.5509,1.5545,1.5621,1.5771,1.5966,1.6095,1.6189,1.6217,1.6064,1.5804,1.5522,1.5281,1.5191,1.5354,1.5551,1.56,1.5606,1.5532,1.5456,1.5503,1.5541,1.5551,1.5516,1.5579,1.5488,1.5362,1.4978,1.435,1.3752,1.3432,1.3131,1.2903,1.2845,1.2845,1.2819,1.2784,1.2878,1.3064,1.32,1.3122,1.3045,1.3024,1.2976,1.2799,1.2587,1.2491,1.2479,1.2497,1.2477,1.2459,1.2423,1.2329,1.2167,1.21,1.2301,1.2593,1.2796,1.2897,1.2861,1.2589,1.2366,1.2203,1.2196,1.2404,1.2594,1.2332,1.1958,1.1674,1.1634,1.173,1.1703,1.1575,1.1452,1.1375,1.131,1.1358,1.1483,1.1548,1.1417,1.1259,1.1173,1.1186,1.1267,1.1333,1.1357
1.1462,1.173,1.1809,1.225,1.2418,1.2406,1.2466,1.2574,1.2638,1.2668,1.2732,1.2824,1.289,1.3001,1.3393,1.3896,1.39,1.3733,1.3821,1.4027,1.4279,1.4605,1.4934,1.5171,1.5264,1.5343,1.5424,1.5499,1.5542,1.5586,1.5672,1.5777,1.5865,1.5981,1.6033,1.5997,1.5963,1.5875,1.5577,1.5326,1.5184,1.5112,1.4951,1.4924,1.4949,1.5136,1.5314,1.5378,1.5379,1.5427,1.5629,1.577,1.5678,1.5717,1.5357,1.4718,1.4147,1.3705,1.3348,1.3046,1.2885,1.2835,1.2821,1.2888,1.3045,1.3228,1.3227,1.3102,1.3027,1.2992,1.2937,1.2831,1.2745,1.2681,1.2635,1.2557,1.2493,1.2481,1.2482,1.2402,1.2267,1.2102,1.1983,1.2185,1.2324,1.2423,1.2494,1.2504,1.2403,1.2212,1.2159,1.2266,1.2363,1.2432,1.2293,1.2052,1.1961,1.2024,1.1983,1.1848,1.168,1.1479,1.1422,1.1479,1.1618,1.1673,1.1541,1.1395,1.1297,1.1257,1.1281,1.1328,1.1349
1.1475,1.1808,1.1873,1.2171,1.2277,1.2278,1.2294,1.235,1.2353,1.2362,1.2435,1.2535,1.2565,1.2821,1.3345,1.3536,1.3371,1.3415,1.3612,1.3824,1.4097,1.4451,1.4799,1.5141,1.5316,1.5408,1.5487,1.5546,1.5562,1.5602,1.5658,1.5678,1.5754,1.5826,1.5768,1.5712,1.5707,1.5684,1.5462,1.5215,1.508,1.4863,1.4519,1.4344,1.458,1.4951,1.5283,1.5383,1.5397,1.5554,1.5853,1.5867,1.5603,1.5709,1.5798,1.5246,1.4638,1.4112,1.3673,1.328,1.3015,1.2922,1.2926,1.3034,1.3203,1.3293,1.3195,1.3049,1.2983,1.2942,1.2889,1.2865,1.2882,1.2822,1.2701,1.2596,1.2551,1.2587,1.2648,1.2594,1.249,1.2355,1.2207,1.1954,1.1925,1.207,1.2163,1.2209,1.2185,1.2018,1.1769,1.178,1.1818,1.1894,1.1999,1.2011,1.2007,1.2104,1.2224,1.2184,1.1958,1.1713,1.1523,1.1491,1.1577,1.161,1.1569,1.1474,1.1387,1.1341,1.1338,1.1352,1.1374
1.1506,1.1841,1.1943,1.2133,1.2174,1.2172,1.2161,1.2094,1.2013,1.2008,1.2145,1.2273,1.2367,1.2708,1.3103,1.3085,1.3129,1.3287,1.345,1.3692,1.3985,1.4298,1.4627,1.4964,1.5264,1.5485,1.5597,1.5643,1.5628,1.5549,1.5487,1.5508,1.5573,1.5544,1.5457,1.5435,1.5585,1.5604,1.5413,1.5205,1.5083,1.4866,1.4579,1.4402,1.4465,1.4768,1.5031,1.5171,1.5252,1.5414,1.5629,1.5548,1.5292,1.5448,1.5941,1.5807,1.5224,1.4595,1.4096,1.3571,1.321,1.3053,1.3058,1.3166,1.3286,1.3275,1.3169,1.3034,1.2952,1.2894,1.2854,1.2853,1.2876,1.2835,1.272,1.2626,1.262,1.2662,1.2747,1.2825,1.286,1.2879,1.2774,1.254,1.2279,1.2048,1.2092,1.2267,1.2325,1.2239,1.2034,1.1813,1.1681,1.1735,1.1848,1.1972,1.1957,1.201,1.2139,1.2237,1.2158,1.1937,1.1733,1.1632,1.164,1.1639,1.1576,1.1496,1.1419,1.1395,1.1407,1.1422,1.1405
1.1474,1.1856,1.1981,1.2045,1.2053,1.2037,1.1979,1.1873,1.1796,1.186,1.1973,1.2082,1.2262,1.2526,1.274,1.2842,1.3036,1.32,1.3371,1.3587,1.385,1.4165,1.4494,1.4807,1.5131,1.5532,1.572,1.5741,1.5573,1.5366,1.5261,1.5279,1.5304,1.527,1.5196,1.5443,1.5712,1.5769,1.5586,1.5392,1.5242,1.5068,1.4911,1.4756,1.4614,1.4558,1.4633,1.4752,1.4852,1.51,1.5335,1.532,1.5073,1.5267,1.5793,1.6164,1.5821,1.5145,1.4524,1.391,1.3424,1.323,1.3203,1.3269,1.3316,1.3286,1.3193,1.3071,1.2957,1.2868,1.2817,1.2807,1.2829,1.2812,1.2742,1.2683,1.2662,1.2753,1.2876,1.2971,1.3143,1.3451,1.3407,1.3129,1.2851,1.2554,1.2442,1.2614,1.2719,1.2568,1.2366,1.2158,1.2014,1.1938,1.2067,1.2185,1.2092,1.1852,1.1856,1.1955,1.2049,1.2003,1.1845,1.1756,1.1726,1.1685,1.1606,1.1531,1.1494,1.1487,1.1496,1.1507,1.1506
