1.9177,1.9103,1.8727,1.8165,1.7738,1.752,1.7366,1.7264,1.7137,1.6917,1.6749,1.6774,1.6823,1.689,1.6967,1.703,1.7097,1.6906,1.6446,1.5999,1.5618,1.5437,1.5822,1.6243,1.6476,1.6711,1.7098,1.7504,1.7884,1.8242,1.855,1.8832,1.9041,1.9147,1.9223,1.9251,1.9292,1.9374,1.9454,1.9247,1.9025,1.9156,1.9384,1.9575,1.9739,1.9736,1.9554,1.9453,1.953,1.964,1.9851,2,1.9892,1.9766,1.9658,1.9577,1.9622,1.9714,1.9654,1.9452,1.9416,1.9696,1.9885,1.9759,1.9662,1.9733,1.9806,1.9634,1.9385,1.9386,1.9479,1.9551,1.9613,1.9495,1.9133,1.8979,1.9266,1.9524,1.9589,1.963,1.9578,1.9502,1.9549,1.9651,1.9631,1.9532,1.9436,1.9348,1.925,1.9121,1.8985,1.8831,1.8669,1.8813
1.9355,1.8873,1.8167,1.7257,1.6723,1.6993,1.7197,1.7092,1.6972,1.7016,1.7113,1.7112,1.7091,1.7012,1.6858,1.6807,1.6842,1.66,1.6125,1.5773,1.5642,1.568,1.6254,1.689,1.7226,1.7489,1.7713,1.7916,1.8185,1.8487,1.8755,1.8988,1.9159,1.9161,1.9173,1.9332,1.9497,1.9649,1.9803,1.9687,1.9471,1.9513,1.9747,1.9917,2.0045,2.0038,1.9905,1.9888,2.0089,2.0261,2.016,2.0027,2.0023,2.0099,2.0312,2.0557,2.06,2.0456,2.0102,1.979,1.9797,1.9974,2.0058,1.9906,1.9843,2.0032,2.0205,2.0217,2.0183,2.0174,2.0207,2.0119,1.9926,1.9723,1.9536,1.9781,2.0201,2.0259,2.0155,2.0106,2.0095,2.0073,2.0035,1.9985,1.9891,1.9785,1.9715,1.9663,1.9554,1.936,1.9199,1.9192,1.9174,1.9102
1.8332,1.8309,1.7863,1.7385,1.706,1.6811,1.6439,1.6179,1.6034,1.6521,1.7045,1.724,1.7329,1.71,1.6573,1.6218,1.6096,1.601,1.5952,1.593,1.6082,1.6284,1.6741,1.7296,1.7634,1.7841,1.7998,1.8101,1.8275,1.8579,1.8865,1.9082,1.927,1.9197,1.9075,1.9316,1.9622,1.9883,2.0135,2.0154,1.9954,1.9931,2.0154,2.0298,2.0382,2.0339,2.0221,2.0263,2.0513,2.0642,2.0249,1.9854,1.9841,1.9803,1.9787,1.9676,1.9405,1.9119,1.8909,1.864,1.8771,1.898,1.9199,1.9367,1.9456,1.9573,1.9609,1.9562,1.9679,1.9992,2.0336,2.0232,1.992,1.9883,1.9987,2.0239,2.0379,2.0601,2.0732,2.0391,2.0132,2.0204,2.0291,2.0391,2.0474,2.0494,2.0441,2.0374,2.02,1.9914,1.9695,1.9677,1.9677,1.9406
1.7177,1.7509,1.7623,1.7936,1.7872,1.6636,1.5592,1.5271,1.526,1.6185,1.7066,1.7292,1.7282,1.6981,1.6375,1.5895,1.5743,1.5621,1.5799,1.6024,1.6377,1.6775,1.7188,1.7638,1.7996,1.8134,1.827,1.8338,1.8454,1.8745,1.9063,1.9282,1.9469,1.9466,1.9375,1.9488,1.9712,1.99,2.0041,2.0046,1.9858,1.9757,1.9827,1.993,1.9959,1.9878,1.9786,1.974,1.9672,1.9502,1.9289,1.9171,1.9071,1.8924,1.8647,1.8303,1.8062,1.7837,1.7282,1.6709,1.6795,1.7148,1.7506,1.7902,1.8265,1.8393,1.8286,1.8109,1.8169,1.8456,1.8771,1.8865,1.901,1.9669,1.9907,1.9631,1.9733,1.9975,1.9767,1.9445,1.9366,1.9422,1.9577,1.9975,2.0373,2.067,2.075,2.0868,2.0871,2.0717,2.0586,2.0387,2.0195,1.9881
1.7231,1.7124,1.7376,1.7878,1.7574,1.589,1.497,1.5188,1.5691,1.6503,1.7168,1.7019,1.6662,1.6323,1.6092,1.5875,1.5897,1.5924,1.6112,1.6338,1.6625,1.6962,1.7332,1.7799,1.8211,1.8315,1.8402,1.8561,1.8785,1.9094,1.9406,1.9634,1.9781,1.988,1.9922,1.9936,1.9884,1.9809,1.9682,1.9504,1.9397,1.9322,1.9126,1.9086,1.9063,1.9059,1.9083,1.8901,1.8517,1.8219,1.8302,1.8372,1.8188,1.8037,1.7744,1.7463,1.7271,1.6743,1.6308,1.6168,1.6222,1.6292,1.6305,1.6469,1.6853,1.6904,1.679,1.6724,1.6845,1.7179,1.7515,1.7658,1.7921,1.8397,1.8471,1.8478,1.849,1.851,1.8326,1.8223,1.8266,1.8325,1.8622,1.9101,1.9633,1.9937,1.9933,1.9954,2.0048,2.0183,2.0283,2.039,2.0441,2.0378
1.7688,1.746,1.7093,1.6246,1.532,1.4602,1.4671,1.5603,1.6397,1.681,1.713,1.675,1.6201,1.575,1.5798,1.5851,1.6018,1.6207,1.6431,1.6679,1.6922,1.7181,1.7465,1.7896,1.8362,1.8499,1.8496,1.8679,1.9057,1.9458,1.9766,2.0005,2.0111,2.0212,2.0377,2.0451,2.0141,1.9795,1.9404,1.8922,1.8726,1.8583,1.8281,1.8171,1.8081,1.8105,1.8132,1.7894,1.7581,1.7458,1.7422,1.7279,1.7197,1.7131,1.6862,1.658,1.6267,1.5947,1.5769,1.5757,1.5692,1.562,1.5475,1.5475,1.5729,1.5849,1.5947,1.6035,1.6174,1.6414,1.6654,1.6786,1.6982,1.72,1.7235,1.7231,1.7115,1.692,1.696,1.7166,1.732,1.7437,1.7696,1.8008,1.8365,1.8621,1.8755,1.8871,1.9045,1.9286,1.957,2.004,2.0352,2.0455
1.7052,1.7032,1.632,1.5129,1.462,1.4809,1.5374,1.6118,1.6572,1.659,1.6562,1.6374,1.6111,1.5854,1.5913,1.5985,1.6214,1.6514,1.6836,1.7187,1.7477,1.7619,1.7742,1.7997,1.8421,1.8749,1.8657,1.8705,1.9218,1.9801,2.0035,2.0136,2.0124,2.0091,2.0066,1.9994,1.9549,1.9013,1.8528,1.8056,1.7768,1.7587,1.7353,1.724,1.7092,1.701,1.6931,1.687,1.6863,1.6786,1.6495,1.6282,1.6284,1.6186,1.5919,1.5612,1.5418,1.5439,1.5448,1.5276,1.5269,1.5306,1.5268,1.5281,1.5444,1.5591,1.5674,1.5729,1.5796,1.5899,1.6032,1.6162,1.6269,1.6257,1.625,1.632,1.637,1.6318,1.6397,1.6549,1.6641,1.6745,1.6916,1.7114,1.7331,1.7528,1.7707,1.788,1.8063,1.8252,1.8459,1.8763,1.9519,2.0391
1.5946,1.5251,1.5162,1.5682,1.6093,1.6339,1.6526,1.6598,1.6628,1.6365,1.6062,1.5921,1.5994,1.6093,1.6138,1.6175,1.6386,1.679,1.7191,1.7676,1.81,1.8263,1.8286,1.8312,1.8477,1.8798,1.8869,1.8859,1.9263,1.977,1.9941,1.992,1.9811,1.9669,1.9393,1.9036,1.8537,1.7952,1.7539,1.7205,1.6923,1.675,1.6564,1.6463,1.6308,1.6151,1.5999,1.6057,1.6178,1.6077,1.5805,1.5623,1.5549,1.5384,1.5143,1.5007,1.5128,1.531,1.5178,1.4843,1.4892,1.5016,1.5069,1.5134,1.5261,1.5377,1.5437,1.5462,1.5478,1.5497,1.5559,1.5686,1.5779,1.5761,1.5766,1.5877,1.5944,1.5937,1.5986,1.6067,1.6085,1.6138,1.6261,1.6418,1.6598,1.6739,1.6867,1.6995,1.7167,1.7363,1.7562,1.7673,1.8192,1.9731
1.5458,1.5161,1.5356,1.5856,1.6234,1.6447,1.6591,1.6543,1.6475,1.6353,1.6203,1.6112,1.6209,1.6339,1.6467,1.6588,1.68,1.7256,1.7697,1.8067,1.847,1.8835,1.8834,1.8827,1.8735,1.8774,1.896,1.9099,1.9353,1.9742,1.99,1.9735,1.9488,1.9215,1.8828,1.8192,1.7577,1.6996,1.6654,1.6522,1.6366,1.6192,1.5967,1.5867,1.5794,1.568,1.5552,1.5535,1.5534,1.5407,1.5197,1.5057,1.4987,1.4933,1.4959,1.4967,1.5095,1.52,1.4915,1.465,1.4784,1.4937,1.5004,1.5059,1.5147,1.5227,1.5254,1.5238,1.524,1.5296,1.5387,1.5512,1.5578,1.5491,1.5432,1.5533,1.5605,1.5654,1.5718,1.5761,1.5741,1.5725,1.5766,1.587,1.5984,1.6035,1.6103,1.6163,1.6312,1.6532,1.6772,1.6871,1.7201,1.8613
1.5425,1.5714,1.5911,1.5938,1.6009,1.6169,1.6307,1.6283,1.6206,1.6257,1.6435,1.6584,1.6636,1.6665,1.6793,1.7068,1.7359,1.7852,1.8343,1.8579,1.8633,1.8766,1.8885,1.8992,1.9092,1.9015,1.8926,1.9261,1.974,1.9856,1.9632,1.9183,1.8805,1.8464,1.8128,1.7573,1.7007,1.6589,1.6284,1.6129,1.5949,1.5746,1.5483,1.5376,1.5381,1.5316,1.5207,1.5113,1.4988,1.481,1.4833,1.4848,1.4934,1.5016,1.5005,1.4977,1.5057,1.5157,1.502,1.4887,1.4974,1.5054,1.5049,1.5031,1.5064,1.5099,1.5083,1.5015,1.5003,1.5099,1.5222,1.5341,1.538,1.5269,1.5238,1.5322,1.5362,1.544,1.5534,1.5562,1.5543,1.5506,1.5534,1.5602,1.5665,1.5666,1.5623,1.5596,1.5665,1.5842,1.6053,1.6154,1.6441,1.7548
