0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10662,0.093768,0.10372,0.12625,0.12021,0.1009,0.05834,0.058617,0.40921,0.831,0.64359,0.18284,0.0075163,0.014282,0.01024,0,0.034423,0.24387,0.26401,0.24627,0.18885,0.075832,0.0044289
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13776,0.19615,0.23035,0.23339,0.20646,0.1889,0.22282,0.2514,0.17359,0.08966,0.14579,0.13482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22318,0.33424,0.46543,0.55022,0.56135,0.47418,0.30842,0,0,0,0,0.49242,0.60652,0.63494,0.6687,0.73808,0.77779,0.78129,0.99161,1.2535,1.478,1.5177,1.4218,1.3933,1.5375,1.7124,1.7733,1.6392,1.3751,1.1499,1.0216,0.93316,0.86545,0.86743,0.93271,0.86432,0.66669,0.60833,0.75093,0.85935,0.94675,1.0091,1.0562,1.0941,1.0921,1.0671,1.0478,1.0673,1.2242,1.2581,1.1216,0.98422,0.99671,1.0145,0.96913,1.2522,1.519,1.569,1.544,1.5309,1.477,1.4053,1.3644,1.3635,1.3179,1.2051,1.1026,1.1645,1.2859,1.3176,1.3279,1.3301,1.3249,1.3296,1.33,1.3029,1.2906,1.1618,1.1482,1.1446,1.1407,0.84635,0.46818
0,0,0,0,0,0,0,0,0,0,0,0,0,0.10085,0.20572,0.29145,0.33191,0.3612,0.37835,0.38519,0.37597,0.37181,0.36568,0.30083,0.2072,0.28192,0.3457,0.29257,0.20477,0.15032,0.11985,0,0,0,0,0,0,0,0,0,0.23017,0.32476,0.38762,0.39994,0.38694,0.40389,0.44453,0.51014,0.53366,0.43155,0.3698,0.41878,0.44646,0.43205,0.43013,0.42188,0.39794,0.40566,0.48843,0.63861,0.79827,0.95219,1.0797,1.1863,1.2696,1.2812,1.1422,0.95894,0.83801,0.86335,1.089,1.3335,1.3428,1.3038,1.298,1.3118,1.3195,1.3336,1.3488,1.4585,1.5526,1.5056,1.3993,1.3581,1.3669,1.362,1.3471,1.3938,1.5639,1.7674,1.8474,1.7487,1.5327,1.4024,1.3631,1.2709,1.2079,1.3032,1.3979,1.4431,1.4735,1.4955,1.5147,1.5238,1.5283,1.529,1.5268,1.5286,1.5402,1.5444,1.5274,1.4833,1.4099,1.3913,1.4425,1.5378,1.601,1.5672,1.5551,1.569,1.5655,1.5517,1.5546,1.56,1.5496,1.5107,1.4679,1.4334,1.4083,1.4187,1.431,1.4438,1.4584,1.4889,1.5188,1.5431,1.5585,1.5599,1.5373,1.5164,1.4804,1.3928,1.1765
0,0,0,0,0,0,0,0,0,0,0.020062,0.038841,0.12713,0.21735,0.28441,0.32404,0.35667,0.38525,0.40412,0.41997,0.43428,0.44083,0.44246,0.42831,0.38346,0.38907,0.4829,0.51445,0.43387,0.38475,0.33727,0.28788,0,0,0,0,0.21443,0.2934,0.38768,0.50353,0.63548,0.76794,0.84731,0.8689,0.8655,0.88322,0.94936,0.99189,0.86673,0.67456,0.66007,0.81427,0.97654,1.0288,1.0617,1.0379,0.97637,0.97025,1.079,1.2334,1.2564,1.2195,1.2099,1.2346,1.2734,1.3203,1.3041,1.2599,1.2134,1.167,1.1898,1.2094,1.2065,1.2051,1.205,1.2348,1.2658,1.3061,1.3657,1.4165,1.4577,1.4666,1.4671,1.4771,1.4993,1.5137,1.5101,1.4911,1.4424,1.3807,1.4022,1.4296,1.4267,1.4364,1.4603,1.4818,1.5051,1.5381,1.5591,1.5662,1.5694,1.5737,1.5739,1.5842,1.6039,1.6089,1.5995,1.5925,1.59,1.5766,1.559,1.538,1.512,1.5147,1.5268,1.5457,1.5643,1.5648,1.5574,1.529,1.5151,1.5025,1.4876,1.4781,1.4761,1.4706,1.4609,1.4456,1.4311,1.4261,1.4315,1.4703,1.5083,1.5476,1.5813,1.607,1.6328,1.6488,1.6437,1.6403,1.6383,1.5908,1.4961
0,0,0,0,0,0,0,0,0,0,0.061615,0.13013,0.21734,0.2618,0.30443,0.33386,0.36942,0.40056,0.41828,0.43335,0.45471,0.47151,0.48142,0.49521,0.49167,0.45695,0.50047,0.59383,0.58804,0.5834,0.55319,0.52048,0.61021,0.72708,0.6632,0.59114,0.62446,0.71657,0.79731,0.88705,0.96579,0.99947,1.0043,0.96924,0.94692,0.93621,0.93901,0.92672,0.8783,0.86754,0.89463,0.92834,0.99709,1.083,1.1665,1.1738,1.1433,1.1419,1.2056,1.239,1.1874,1.1411,1.1718,1.2221,1.2481,1.2545,1.2442,1.2293,1.225,1.2371,1.2979,1.3615,1.3912,1.4136,1.4399,1.4666,1.4884,1.5069,1.5268,1.5475,1.5623,1.5637,1.5631,1.5618,1.5583,1.5602,1.5705,1.5777,1.5936,1.6015,1.5697,1.5473,1.544,1.5578,1.5856,1.6091,1.6167,1.6171,1.6077,1.5981,1.5864,1.5793,1.5747,1.5786,1.5886,1.5866,1.5751,1.5729,1.5796,1.5715,1.5476,1.5445,1.5514,1.5311,1.5059,1.5242,1.545,1.5697,1.5661,1.5308,1.512,1.5,1.4827,1.4622,1.4517,1.4433,1.4432,1.4483,1.4451,1.4334,1.4497,1.5037,1.5523,1.5922,1.6272,1.6394,1.6525,1.6519,1.6463,1.6581,1.6654,1.6501,1.6168
0,0,0,0,0,0,0,0,0.059389,0.09315,0.13972,0.19899,0.23975,0.28878,0.31628,0.34155,0.37687,0.40785,0.42596,0.44195,0.46931,0.49808,0.51349,0.52198,0.52938,0.50613,0.47419,0.53408,0.57694,0.59205,0.585,0.59026,0.65848,0.74403,0.81615,0.87615,0.89394,0.91824,0.91983,0.90644,0.899,0.90392,0.87631,0.84505,0.85611,0.89511,0.91593,0.95318,0.99418,1.0288,1.0584,1.0743,1.0906,1.1144,1.1289,1.114,1.0992,1.1225,1.1822,1.2364,1.2734,1.3167,1.3543,1.3645,1.3671,1.3641,1.3698,1.3738,1.3732,1.3763,1.3852,1.3963,1.4294,1.4649,1.4831,1.4961,1.5179,1.5445,1.5533,1.547,1.5461,1.5607,1.5799,1.5848,1.5773,1.5851,1.616,1.6255,1.6081,1.6018,1.6004,1.5961,1.5916,1.597,1.6105,1.615,1.6126,1.6104,1.6088,1.6005,1.5894,1.5856,1.5857,1.5886,1.5915,1.5883,1.581,1.5874,1.6051,1.6002,1.5683,1.562,1.5682,1.564,1.5598,1.5494,1.5425,1.5739,1.5756,1.5457,1.531,1.5239,1.5137,1.5041,1.5066,1.5103,1.5114,1.5131,1.5138,1.5123,1.5283,1.5606,1.5895,1.6135,1.629,1.6226,1.6218,1.6193,1.6102,1.6075,1.6275,1.6561,1.6506
0,0,0,0,0,0,0.050986,0.074897,0.10462,0.14031,0.18476,0.21627,0.25627,0.2939,0.31951,0.34752,0.38219,0.41257,0.43118,0.44796,0.4782,0.51247,0.53583,0.54467,0.55504,0.55465,0.52326,0.5235,0.56488,0.59424,0.61644,0.64506,0.67498,0.70254,0.73105,0.76759,0.79714,0.81141,0.79678,0.77283,0.80362,0.85082,0.86259,0.88343,0.93223,0.97994,1.0241,1.0653,1.0835,1.1028,1.1314,1.1606,1.1841,1.2077,1.2325,1.2546,1.2743,1.2899,1.3009,1.3091,1.3249,1.3468,1.3459,1.3276,1.3267,1.3388,1.3304,1.3205,1.3366,1.357,1.3596,1.3647,1.3946,1.4194,1.4248,1.4307,1.4638,1.4992,1.5097,1.5054,1.5118,1.533,1.5474,1.548,1.5471,1.5572,1.5663,1.5965,1.6244,1.6247,1.6189,1.6159,1.6159,1.621,1.6299,1.6361,1.6438,1.6483,1.6487,1.6396,1.6261,1.6237,1.6285,1.6282,1.6233,1.6179,1.613,1.6209,1.6369,1.6182,1.5865,1.5747,1.5733,1.5806,1.5846,1.5552,1.5368,1.5669,1.5767,1.5562,1.5457,1.5414,1.5365,1.5322,1.5312,1.5318,1.5422,1.5544,1.5599,1.5628,1.5708,1.5832,1.5968,1.6108,1.6122,1.5935,1.5792,1.5838,1.5902,1.595,1.5919,1.6072,1.6527
0,0,0,0,0,0.039435,0.084133,0.11367,0.13947,0.18084,0.20875,0.23116,0.26578,0.29821,0.32737,0.35689,0.39107,0.42061,0.4386,0.45543,0.48762,0.52369,0.54745,0.55874,0.57339,0.59526,0.60676,0.6086,0.6266,0.65212,0.68056,0.70887,0.73272,0.75401,0.77234,0.7898,0.79842,0.80659,0.81175,0.8304,0.87828,0.92251,0.95012,0.98293,1.0032,1.0247,1.0525,1.0683,1.0666,1.0793,1.1133,1.1405,1.1513,1.1613,1.1903,1.2282,1.2544,1.255,1.2542,1.2752,1.3109,1.3362,1.3266,1.3093,1.32,1.3422,1.3387,1.3417,1.3664,1.3827,1.3778,1.3793,1.4056,1.4217,1.4119,1.4104,1.4443,1.4759,1.4844,1.4862,1.4912,1.4951,1.5013,1.5156,1.5465,1.5711,1.5739,1.5663,1.5601,1.5844,1.6216,1.6362,1.6529,1.6645,1.6764,1.6916,1.7078,1.7061,1.6975,1.6814,1.6624,1.6597,1.6652,1.6577,1.6436,1.6364,1.6326,1.6318,1.6285,1.6122,1.5958,1.5787,1.5632,1.5665,1.5733,1.5477,1.5289,1.5566,1.5727,1.5629,1.5584,1.5565,1.5559,1.5552,1.5438,1.5311,1.5489,1.5748,1.5766,1.5694,1.5622,1.5565,1.5624,1.575,1.5814,1.5813,1.5802,1.5793,1.583,1.6003,1.6096,1.5934,1.6164
0,0,0,0.02524,0.052269,0.092741,0.12361,0.1408,0.17093,0.20407,0.22779,0.25482,0.2898,0.32171,0.34612,0.37334,0.40725,0.43524,0.45093,0.46771,0.50018,0.53621,0.55909,0.57158,0.587,0.61054,0.63262,0.64755,0.6641,0.68992,0.71834,0.74188,0.76067,0.78055,0.80026,0.81755,0.82974,0.84673,0.87391,0.90284,0.92606,0.94809,0.97582,0.99421,0.99563,1.014,1.0494,1.0628,1.0653,1.0896,1.1265,1.1513,1.1607,1.1743,1.2017,1.2311,1.2494,1.2579,1.2701,1.2962,1.3279,1.3498,1.3409,1.3409,1.3843,1.41,1.3943,1.3926,1.4084,1.4162,1.4144,1.4204,1.4448,1.4517,1.4316,1.4267,1.4541,1.481,1.4894,1.4956,1.5049,1.5172,1.5322,1.5556,1.5801,1.5985,1.5919,1.5812,1.5745,1.5749,1.6017,1.6086,1.6066,1.6336,1.6607,1.6826,1.7012,1.703,1.6992,1.6812,1.6616,1.6651,1.6756,1.6664,1.6498,1.6442,1.6437,1.6338,1.6164,1.6066,1.6046,1.5849,1.5574,1.5538,1.561,1.5426,1.5235,1.5494,1.5707,1.5752,1.5803,1.58,1.5805,1.5801,1.5645,1.5455,1.5598,1.5853,1.5802,1.5644,1.5577,1.5536,1.5542,1.5582,1.5692,1.5859,1.5925,1.587,1.5881,1.6007,1.6162,1.6215,1.5957
