1.6877,1.7612,1.7889,1.7744,1.7984,1.8176,1.8267,1.844,1.8541,1.8688,1.8378,1.8171,1.8458,1.8546,1.8505,1.8528,1.8415,1.8585,1.9156,1.9072,1.8565,1.8261,1.8172,1.8559,1.9045,1.9041,1.9109,1.9427,1.9413,1.8428,1.792,1.8398,1.8277,1.7846,1.7777,1.778,1.7665,1.7592,1.7296,1.7014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7079,1.7793,1.7912,1.7402,1.778,1.854,1.8635,1.8659,1.8486,1.8431,1.8517,1.8457,1.8607,1.8799,1.8646,1.8607,1.8711,1.8993,1.9496,1.918,1.8558,1.8432,1.8378,1.8579,1.8798,1.8631,1.8547,1.8885,1.9071,1.8722,1.842,1.8597,1.8476,1.7964,1.7887,1.8015,1.7787,1.7541,1.7583,1.7449,1.7416,1.7391,1.7046,1.6799,1.6837,1.6858,1.6866,1.6714,1.6532,1.6436,1.6285,1.6404,1.6678,1.6634,1.6606,1.673,0,0,0,0,0,0,0,0,0
1.7273,1.7898,1.8071,1.7819,1.791,1.8318,1.8617,1.8726,1.8417,1.8287,1.8768,1.8918,1.8595,1.855,1.8597,1.8639,1.8776,1.9086,1.9596,1.9202,1.8512,1.8443,1.8415,1.8485,1.8614,1.8646,1.8562,1.8625,1.8798,1.9035,1.8966,1.877,1.86,1.8302,1.8237,1.8315,1.8033,1.7669,1.7879,1.8101,1.7788,1.7605,1.7586,1.7508,1.7368,1.7406,1.7669,1.7372,1.6616,1.6743,1.7366,1.7377,1.7189,1.7084,1.6962,1.69,1.6918,1.677,1.6395,1.6259,1.6417,1.6784,1.6939,0,0
1.7532,1.798,1.8231,1.832,1.7944,1.785,1.8361,1.8698,1.8651,1.8558,1.8762,1.8912,1.8522,1.8358,1.8574,1.8628,1.8647,1.8674,1.8823,1.8567,1.8253,1.8447,1.8493,1.8424,1.8501,1.8864,1.8984,1.8809,1.8783,1.8909,1.8948,1.8805,1.8699,1.8601,1.8549,1.8578,1.8315,1.7958,1.8112,1.8264,1.7786,1.759,1.79,1.7975,1.7744,1.783,1.823,1.7938,1.723,1.6936,1.6969,1.7383,1.7638,1.7483,1.7328,1.7069,1.6906,1.7378,1.7533,1.6715,1.6353,1.6639,1.6988,1.703,0
1.7839,1.8023,1.8137,1.8217,1.8066,1.7848,1.8262,1.8705,1.8907,1.8819,1.8514,1.853,1.8556,1.8516,1.859,1.8603,1.8556,1.8338,1.8142,1.8004,1.801,1.8492,1.8657,1.8482,1.8465,1.8758,1.9011,1.889,1.8748,1.8761,1.8792,1.8761,1.8752,1.8753,1.8587,1.8443,1.8373,1.8216,1.8288,1.8381,1.7749,1.7529,1.8121,1.8306,1.804,1.8203,1.8663,1.8468,1.7958,1.7024,1.6097,1.7018,1.8327,1.8185,1.7751,1.7504,1.7324,1.7697,1.7971,1.6975,1.6308,1.6486,1.6728,1.7173,0
1.8102,1.8052,1.804,1.8074,1.8302,1.833,1.8339,1.8535,1.8792,1.878,1.8353,1.8301,1.8669,1.866,1.8569,1.8595,1.8612,1.8631,1.8451,1.7981,1.7959,1.8573,1.8779,1.8521,1.839,1.8451,1.8601,1.8715,1.8674,1.8543,1.8573,1.869,1.878,1.8863,1.857,1.8185,1.8297,1.8421,1.8313,1.8229,1.7951,1.7825,1.8194,1.8319,1.8154,1.8355,1.8749,1.8628,1.8268,1.7082,1.5849,1.7146,1.8942,1.8691,1.8098,1.7979,1.7821,1.7705,1.7648,1.7077,1.6551,1.6447,1.6446,1.6803,1.6878
1.83,1.8287,1.82,1.8131,1.8384,1.8574,1.8365,1.8309,1.8514,1.8615,1.8508,1.8491,1.8647,1.8653,1.856,1.8595,1.8693,1.8982,1.8906,1.8167,1.8049,1.8565,1.8689,1.8488,1.8348,1.826,1.8329,1.859,1.8612,1.833,1.8333,1.8575,1.8734,1.8852,1.8713,1.8375,1.8348,1.8527,1.8315,1.8079,1.8179,1.8168,1.816,1.8189,1.8175,1.8329,1.8544,1.8388,1.8092,1.7394,1.678,1.7797,1.8948,1.8681,1.8259,1.8228,1.8103,1.7582,1.7398,1.7245,1.6877,1.6615,1.6343,1.6408,1.6882
1.8485,1.8506,1.8381,1.824,1.8179,1.8309,1.8452,1.8426,1.8428,1.8527,1.8678,1.8627,1.8576,1.8604,1.8595,1.8554,1.8617,1.8952,1.9011,1.8363,1.8117,1.852,1.8601,1.8456,1.8374,1.8333,1.8402,1.8642,1.8658,1.8314,1.8232,1.8495,1.8684,1.8826,1.8915,1.8874,1.8569,1.8341,1.8222,1.8105,1.8159,1.8282,1.8373,1.8309,1.8256,1.8339,1.8408,1.8189,1.7966,1.787,1.7791,1.8272,1.8754,1.8594,1.8341,1.8179,1.7988,1.7621,1.7465,1.7481,1.7188,1.6812,1.6522,1.6247,1.6644
1.8634,1.8516,1.8416,1.8279,1.8031,1.8077,1.8621,1.8701,1.8549,1.852,1.8564,1.8499,1.8426,1.8534,1.8609,1.8502,1.8476,1.8742,1.8884,1.8659,1.8462,1.8544,1.8527,1.8414,1.8404,1.8426,1.8515,1.8734,1.8752,1.8474,1.8415,1.8622,1.8795,1.8931,1.9023,1.9134,1.8738,1.8232,1.8179,1.8155,1.8073,1.8316,1.8849,1.8742,1.843,1.8549,1.8669,1.85,1.8351,1.8399,1.8444,1.8537,1.8655,1.8659,1.8443,1.8108,1.7922,1.7726,1.7675,1.7698,1.7438,1.7032,1.671,1.6407,1.6441
1.8752,1.8447,1.8368,1.8297,1.8179,1.8175,1.8496,1.8716,1.8673,1.8534,1.8442,1.8329,1.8256,1.8428,1.8577,1.8579,1.8561,1.8664,1.8814,1.8944,1.8785,1.8592,1.8459,1.8321,1.8415,1.8606,1.8702,1.8791,1.8792,1.8604,1.8582,1.8751,1.8923,1.9087,1.9027,1.8946,1.8782,1.854,1.845,1.8391,1.828,1.8437,1.9064,1.8995,1.8576,1.8757,1.8951,1.8896,1.8861,1.8945,1.8875,1.8701,1.878,1.8951,1.8721,1.8279,1.8003,1.7879,1.7884,1.79,1.7675,1.733,1.6933,1.6565,1.6291
