4554.1,4542.3,4525,4505.7,4490.6,4511.4,4532.6,4513.2,4466.1,4368,4223,3975.6,3793.3,3850.5,3901.8,3863,3826.1,3790.2,3772.3,3809.6,3852.9,3899.9,3898.1,3802.2,3790.3,3915.6,3983.5,3959.7,3919,3879.1,3869.8,3893.8,3914.4,3914,3901.8,3875.9,3857.7,3860.3,3860.3,3865.8,3866.9,3848.6,3834.6,3829.7,3839.4,3858.2,3821.3,3760.7,3813.6,3925.1,3943.3,3912.1,3897.9,3900.3,3871.8,3834.2,3813.5,3782.5,3789.3,3816.1,3862.6,3909.9,3931.5,3939.3,3975.1,4015.4,4021.3,4022.4,4157.6,4334.4,4397.5,4423.7,4408,4397.9,4432.5,4470.4,4499,4526.1,4508,4478.1,4466.6,4456.1,4377,4291.2,4269.6,4256.4,4189.9,4120.9,4065.2,4015,3881.2,3755.9,3731.6,3751.6,3874,3994.4,4034.1,3975.8,3708,3514.3,3558.3,3623.5,3679.6,3755.9,3893.7,3975,3932.4,3914.9,3916.9,3910.9,3900.4,3919.6,3998.5,4062,4091.9,4077.5,4011.8,3952.2,3906.5,3851.1,3773.5,3730.6,3736.3,3729.1,3709,3664.6,3596.9,3588.5,3637.4,3655.4
4412.4,4378.9,4380,4325.6,4305.2,4357.6,4345.3,4220.3,4108.9,4008.7,3891.1,3758.6,3678.4,3787.9,3886.5,3849.4,3803.8,3803.5,3814.3,3833.7,3847.3,3871.2,3888,3884.7,3899,3939.6,3942.4,3852.2,3815.8,3897.9,3966.8,4017.2,4017.7,3965,3898.9,3819.9,3784,3784.1,3789.3,3799.8,3792.1,3773.8,3783.3,3816.9,3842.5,3857.2,3870.8,3896.8,3921,3929.2,3931.9,3938.1,3982.7,4050.3,4105.2,4158.6,4076.9,3924.5,3874.2,3876.2,3867,3848.8,3831.5,3817.3,3813.9,3804.5,3813,3858.5,3838.3,3721.1,3695.5,3717.8,3808.5,3956.1,3970.9,3941.8,3993.2,4052.8,4020.7,3978.8,4008.1,4039.7,3970.6,3910.8,3937.2,3957.5,3899,3845.2,3894.4,3932.1,3821.8,3732.6,3863.2,4023.6,4080.6,4042.3,3832.9,3630.2,3564.7,3548.2,3590.7,3648.2,3749.7,3848.3,3898.4,3942.8,4027.8,4102.3,4040.7,3989,3981.3,3983.7,4003.7,3998.9,3935,3881.4,3865.5,3842.5,3810.3,3768.2,3714.3,3686,3686.6,3687.2,3691.5,3674.4,3622.1,3618.4,3682.6,3726
4371,4440.4,4438.7,4370.7,4308,4246.9,4150.7,3957.8,3805.4,3785.5,3774.7,3825.2,3901,3952.7,3975.5,3903.9,3830.1,3851.6,3878.9,3875.4,3877.2,3883.1,3887.1,3888.6,3879.7,3839,3791.9,3820.8,3866.5,3868.2,3865.4,3878.4,3886.9,3892.7,3883.7,3862.1,3829.6,3781,3736.4,3699.4,3693.9,3721.8,3760.1,3805.6,3834.3,3851,3890.5,3935.6,3926.6,3901,3900.2,3908.7,3931.8,3953.2,3942.9,3909,3891.3,3920.8,3930.4,3895.9,3854,3809.4,3785.1,3781.2,3770.4,3760.7,3830.5,3914.9,3918.2,3883.3,3895.9,3930.8,3957.4,3978.4,3959.6,3929.1,3989,4069.4,4018.3,3933.2,3929.4,3942.9,3998.1,4054.4,3997.3,3934.1,3855,3778.6,3794,3813.6,3820.7,3881.5,4180.3,4397.6,4245.2,4017.6,3665.2,3407.9,3501.6,3622.3,3666.9,3716,3805.4,3879,3926.9,3974,3970.7,3943.3,3927.2,3928.9,3971.3,4006.2,3980.5,3926.2,3780.4,3672.6,3692,3696.3,3665.1,3641.3,3634.2,3630,3623.3,3630.5,3664.6,3678.2,3648.9,3652.4,3712.4,3760.5
4489.1,4444.4,4269.1,4102.3,4001.9,3961.8,3934.6,3886.7,3840.8,3820.9,3806,3824.5,3859,3868.7,3864.3,3836.9,3810.7,3820.6,3836.8,3880.5,3931.8,3922.7,3904.9,3870.8,3823.1,3761.1,3708.3,3788.3,3856,3837.9,3824.9,3820.3,3827.3,3844.9,3860.4,3877.1,3873.7,3852.2,3830.6,3806.1,3800.4,3808.4,3794.1,3760,3768.8,3808.5,3821.8,3816.3,3830.5,3856.4,3858.5,3853.7,3834.4,3801.5,3740,3663.9,3716.7,3861.6,3918.1,3917.9,3909.6,3888.1,3876.1,3858.9,3863.7,3914.6,3969.7,4004.6,4034.7,4062.8,4078.4,4093.1,4063.7,4008.1,3980.3,3971.1,4029,4100.3,4018.2,3894.8,3864.8,3867.7,3975.5,4063.4,3980.9,3907.5,3817.5,3729.6,3762.2,3818,3919.9,4039.7,4177,4223.7,4010.5,3799.4,3679.9,3616.4,3672.3,3735.1,3786.6,3840.2,3860.7,3868,3951.6,4031.8,3908.3,3767.7,3814.5,3890.3,3950.4,3984.8,3920.7,3844.3,3705.1,3606.8,3649.3,3677,3662.3,3647.9,3629.8,3615.2,3619.1,3633,3669,3693.6,3690.8,3697,3718.5,3744.9
4466.6,4141.6,3915,3774.2,3694.9,3712.8,3745.3,3811.3,3881.5,3890,3875.9,3849.6,3819.7,3802.7,3788.1,3794.1,3812.3,3818.5,3821.1,3862.2,3904.8,3916.7,3928.4,3878.3,3803.3,3792.7,3816.4,3798.9,3756.3,3796.9,3827.3,3813.5,3807.5,3811.4,3828.8,3863.6,3884,3890.9,3886.9,3871.1,3855.2,3831.8,3789.7,3742.7,3750.3,3786.8,3794.4,3791.7,3828.6,3879.5,3905.1,3921.4,3895.6,3850.3,3788.2,3718.2,3720.6,3763.7,3825.9,3928.5,3982.1,3974.2,3955.9,3901.4,3899.3,3961.4,3973.6,3951.5,3939.7,3931.4,3936.1,3954.8,3951.2,3937.7,3905.1,3861.1,3878.1,3917.4,3845.7,3744.6,3748.1,3781.5,3822.2,3847.7,3848.1,3859.9,3774.5,3691.7,3788.9,3901.3,4020.6,4119.2,4084.8,4019.9,3820.2,3658.4,3706.4,3772.8,3801.3,3828.9,3874.9,3919.3,3919.7,3912.9,3932.7,3944.1,3879.8,3816.9,3896.5,3993.6,3948.2,3870.7,3794.9,3724.3,3687.7,3667,3704.9,3734.4,3731.6,3718,3657.7,3609.8,3624,3646.9,3678.7,3705.3,3728,3746.1,3742.5,3752.9
4185.9,3867.6,3764.8,3756.5,3762.7,3791.1,3817.4,3843.3,3868.6,3892.7,3917,3919.4,3905,3889.9,3868.5,3862.7,3868.7,3856,3835.3,3841.8,3854.1,3881.9,3909.4,3859.7,3791.9,3795.1,3809.1,3776.1,3748.5,3765.3,3775.4,3778.9,3782.8,3781.7,3780.3,3779.3,3783.4,3795.7,3797.7,3788.3,3770.2,3740,3733,3754.6,3771.8,3778.7,3789.8,3807.3,3851.7,3905.8,3942.3,3963.6,3925,3863,3809.8,3774.9,3766.9,3767.7,3764.9,3740.3,3714.4,3721.1,3729.7,3726.4,3755.4,3820.1,3838.4,3812.9,3778.6,3737.5,3739.3,3779.1,3819.4,3858.9,3835.1,3760.8,3739.4,3754.3,3728.8,3710.2,3786.3,3890.2,3949.9,4008.5,4055.2,4082.4,3994.2,3890.4,3869.5,3839.2,3777.4,3725.5,3824.2,3916.6,3877.4,3834.3,3803.7,3774.8,3826.1,3893.8,3935.1,3966.6,3974.9,3976.8,3922.3,3850.1,3839.6,3856.3,3940.5,4021.7,3910.3,3769,3697.5,3645.7,3665.9,3692.1,3699,3698.8,3688,3674.1,3652,3642.3,3669.4,3695.8,3696.5,3701.9,3751.3,3796.2,3796.7,3803.8
3974.1,3843.3,3832.1,3856.8,3898.5,3918.9,3913.6,3887.9,3852.3,3860,3907.3,3933.2,3937.6,3920.2,3872.9,3845.6,3842,3843.8,3856.4,3849.4,3824.2,3796.3,3756,3747.1,3781.6,3773.8,3721.4,3724.2,3765.7,3749.3,3728.7,3745.8,3759.8,3757.9,3749.9,3735,3732.9,3746.9,3753,3751.5,3742.6,3727.8,3733.4,3749.6,3743.5,3723.9,3735.7,3763.5,3803,3847.7,3864.1,3862.1,3819.4,3764.6,3770.9,3819.1,3832.8,3813.5,3733.2,3582.7,3507.5,3542.8,3582.2,3630.6,3696.9,3784,3810.2,3765.1,3755.4,3792.1,3820.7,3831.5,3846.3,3868.6,3856.1,3812.4,3800.6,3817.7,3917.2,4073.9,4211.3,4336.2,4399.8,4449.8,4416.9,4329.9,4171.8,4015.9,3901.6,3798.5,3634.3,3467,3621.9,3816.6,3884.3,3930.6,3874.7,3819,3872.3,3935.8,3974,4005.3,4003.6,3990.4,3926.6,3845.5,3817.3,3807.2,3820.7,3828.8,3750.8,3663.8,3632,3616.4,3649.2,3690.4,3661.1,3619,3599.1,3580.5,3626,3678.4,3717.4,3751.1,3728.2,3716.7,3779,3837.7,3844.3,3848.3
3919,3855.1,3848.3,3851.2,3868.7,3867.4,3844.7,3815.6,3781.7,3771.7,3789,3809.4,3846.6,3848.6,3782.1,3748.7,3759.3,3800.4,3866.1,3858,3813.5,3753.8,3672.3,3689,3767.7,3761.4,3711.6,3727.3,3769.3,3760.3,3741.8,3743.3,3744.6,3746,3754.9,3783.9,3804.8,3792.1,3778,3770.1,3765.4,3771.7,3765.3,3739.5,3709.9,3680.5,3695.9,3723.9,3765,3816.7,3818.8,3802.8,3776.9,3753.1,3782.5,3825.5,3845.6,3862.8,3820.5,3723,3684.3,3709,3730.6,3745.3,3786.6,3875.3,3882.6,3784.1,3796.3,3933.2,3975.9,3930.1,3901.1,3886.3,3878.3,3885.9,3902,3919.5,4088.9,4293.9,4362.7,4384.7,4346.9,4286.8,4142.2,3987.5,3879.8,3792.2,3776.1,3795.2,3686.7,3545.5,3624.9,3751.1,3784.9,3801.7,3859,3930.6,3951.4,3957.6,3996.4,4039.1,4025,3992.9,3929.7,3848.7,3794.7,3759.3,3724.3,3684.1,3635,3592.1,3594.2,3608.8,3644.4,3684.5,3668,3642.6,3657.5,3682,3683.7,3673.2,3727,3785.1,3799.3,3817.9,3843.1,3862.3,3872.6,3878.9
3864.2,3802.6,3768.8,3754.7,3774.8,3777.2,3756.4,3744,3734.5,3729.2,3728.7,3741.5,3790.7,3807.6,3771.3,3766.3,3793.8,3806.3,3794.7,3796.5,3834.2,3827.1,3766.4,3750.6,3763.6,3748.4,3728.7,3741.5,3763.8,3759,3747.9,3736,3725.9,3732.4,3748.5,3782,3794.5,3757.4,3728,3726.1,3731.8,3750.1,3765,3778.2,3784.1,3786.7,3770.9,3737.3,3793.3,3887.4,3875.9,3827.2,3811.6,3810.7,3816.5,3816,3843.9,3884.7,3864.5,3801.1,3772,3785.5,3783.8,3753.9,3744.5,3761.6,3741.1,3687.5,3717.1,3827.2,3871.3,3861.7,3834.9,3785.2,3819.5,3961.4,4038.7,4045.5,4121.4,4199.5,4169.7,4107.7,4012.6,3901.2,3729.9,3564,3542.8,3562.5,3667.8,3817.5,3763.8,3629.3,3658,3738.1,3748.6,3744.5,3850.4,3979.4,4000.5,4001.1,4032,4061.7,4004.6,3913,3824.3,3739.1,3706,3721.9,3714.4,3687.9,3647.5,3603.2,3607.8,3632.5,3655.4,3678.2,3697.1,3716.4,3776.6,3852,3779.3,3669.4,3731.2,3818.2,3866.4,3906.8,3890.3,3863.1,3873.1,3887.9
3808.7,3735.7,3714.7,3719.3,3753.5,3766.5,3787.5,3810.5,3817.8,3822.3,3819.8,3813.9,3801.8,3791.3,3816,3848.2,3872.5,3833.9,3732.8,3724,3822,3853.1,3805.3,3767.2,3725.9,3705.3,3723.5,3731.4,3715.5,3707.4,3707.9,3699.8,3694,3713.2,3729.6,3715.1,3685.2,3640.5,3615.7,3640.9,3672.8,3713.4,3764,3819.5,3851.8,3870.6,3822.9,3740.5,3796.7,3904.6,3866.7,3776.2,3751.2,3747.3,3743.1,3741.6,3718.9,3668.6,3602.4,3535.4,3540.2,3634.7,3676,3633.7,3579.9,3499.9,3468.6,3530.9,3599.2,3662.2,3718.8,3766.7,3752.9,3673,3742.2,3971.4,4054.3,4022.9,4017.4,4013.7,3959.3,3895.2,3812.8,3723.9,3607.4,3492.6,3512.8,3585.5,3751.1,3970,3909.1,3712.1,3721.6,3819.6,3843,3838.6,3885.1,3946.2,4001.8,4063.3,4082.4,4078.2,3970.2,3809.4,3689.8,3602.7,3601.5,3679.7,3708.3,3698.7,3666.3,3619.1,3622,3652.7,3677.5,3703.5,3750.7,3805.1,3844.6,3870.5,3804.8,3723.9,3801.2,3916.2,3924.6,3898.2,3850.9,3798.2,3806.5,3833.9
