0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.15,890.42,1094.8,1579.1,1586.5,1864.3,2283.1,2302.1,3119.5,3427.2,3883.2,4329.1,4094.4,4033.9,4035.4,4156.5,4112.7,3994.7,4098.3,4121.6,4130.7,4186.4,4171.5,4161.3,4161.5,4143.7,4080.8,4061.1,4084.9,4073,4123.2,4141.6,4183.6,4224,4218.3,4221.2,4174.1,4145.4,4117.8,4067.1,4100.9,4078.8,4075.8,4074.2,3991.4,3954.4,3877.4,3807.7,3710.5,3590.5,3629.7,3529.7,3538.4,3598.4,3642.4,3679.1,3704,3737.7,3735.1,3713.2,3790.7,3846.3,3977.8,4210.1,4514.9,5203,5515.5,5089
0,0,0,0,0,0,0,0,0,0,0,0,1887.7,1182.9,1109.4,1758.9,1965,2989.7,3083,4137.2,3823.5,4343.2,4124.6,4050,4009.7,3942,4099.3,4118.9,4111.2,4142.9,4120.9,4192.4,4115.6,4089.5,4097.4,4073.1,4079.2,4063.3,4046.5,4101.7,4136.7,4137.7,4169,4135.4,4109.5,4093.7,4070.9,4030.8,3938.7,3798.4,3596,3580.7,3528.4,3558.2,3569.3,3547.4,3518.7,3510.3,3529,3549.6,3540.8,3540.8,3566.1,3562.2,3551.7,3531.3,3491.8,3534.5,3602.7,3625.9,3646.6,3693,3702.8,3702.7,3771.5,3801.8,3861.9,3909,4193.9,4614.2,4925.1,4965.1
0,0,0,0,0,0,0,0,0,0,3968.9,4114.3,3981.3,3150,3298.9,3244.4,4005,4016.6,4118.2,4033.1,3991.4,4036.2,4007.2,4126.9,4029.8,4140.1,4162.1,4091.2,4112.4,4077,4101,4079.4,4041.9,4035.5,4000.8,4093.6,4110.2,4129.2,4134.8,4104.6,4097.2,4064.1,4049.9,4063.6,3926.3,3823.8,3648.9,3584.7,3485.5,3443.6,3536.8,3546.6,3553.4,3556.4,3550.6,3558.3,3571.9,3605.1,3665.5,3648.6,3617,3596.3,3548.3,3483.8,3470.8,3446.3,3439.1,3510.9,3567.5,3589.4,3625.8,3670.2,3661.4,3650.1,3727,3757.9,3781.2,3789.9,3898.6,4262.3,4638.6,4836.7
0,0,0,0,0,0,0,4003.8,4048.2,4037.1,4032.5,4057.9,3992.7,4019.7,4120.4,4005.7,4083.2,3983.6,4111.2,4071.6,4087.1,4070.5,4155.7,4135.1,4062.1,4132.4,4077.9,4092.2,4109.6,4055,4053.1,4001.3,4049.5,4077,4161,4132,4108.7,4080.2,4020.7,4037.3,3985.3,3910.1,3812.5,3664,3602.1,3487.4,3486.3,3496.6,3502.3,3533.6,3557.1,3533.7,3534.3,3536.5,3530.9,3563.1,3599.3,3637.5,3662.1,3636.6,3580.2,3458.5,3454.5,3442.4,3433.5,3433.3,3446.9,3504.5,3561.5,3597,3629,3626.8,3608.2,3664.6,3759.2,3786.8,3799.6,3787.7,3837.4,4011.4,4506.4,4682.5
0,0,0,0,0,0,4075.2,4003.7,4040.1,4014.9,4033,4048.8,4046.2,4071.2,4046.1,4049.7,4069.4,4081.9,4119,4106.1,4109.1,4084.3,4130.1,4073.2,4097.1,4128.6,4070.2,4074,3994.6,4041.3,4048.9,4112.4,4114.3,4143.7,4058.5,4036.8,4071.1,4011.4,3955.1,3888.3,3753.1,3650.1,3457.6,3477.1,3469.9,3474.1,3502.1,3508.6,3536.3,3568.2,3553.1,3526.8,3528,3531.9,3537.8,3571.7,3609,3622.5,3629.2,3617.8,3560.6,3390.6,3412.8,3394,3418.9,3467.3,3485.5,3505.3,3552.4,3594.7,3611.1,3596.8,3623.5,3694.9,3739,3782.2,3794.4,3786.5,3860.7,3924.3,4204.2,4514.6
0,0,0,0,0,4077.8,4080,4040.8,4081.8,4060.7,4060.9,4060.9,4067,4075.7,4040.3,4058.4,4059.9,4085.1,4108,4121.9,4111,4071.1,4098.3,4028.5,4067.1,4012.2,4006.6,3992.4,4034.5,4124.6,4130,4111.3,4060.7,4038.7,3979.7,4028.1,3937.9,3825,3714.6,3582.8,3548.7,3474,3421.7,3468.6,3489.9,3506.4,3505.2,3489.5,3512.7,3548.6,3554.5,3545.9,3549.1,3543.6,3586.5,3595.4,3596.3,3603.3,3631.4,3641.5,3606.6,3497.4,3468.4,3428.3,3432.8,3483.1,3510.7,3523.1,3549.5,3593.4,3618.7,3616.9,3646.1,3672.6,3689.9,3730,3768.3,3805.7,3906.5,4005.5,4138.9,4371.4
0,0,0,4021.8,4084.2,4104.1,4122.9,4083.5,4096.8,4082.4,4075.4,4073,4095,4118.6,4087.1,4098.3,4101.5,4105.2,4074.7,4059.2,3994.8,3978.7,3986.4,3961.5,4003.1,3999.1,4138.3,4093.6,4151.4,4096.7,4090,4028.2,4017.2,3980.8,3932.8,3849.9,3676.2,3589.5,3441.8,3396.3,3453.6,3427.1,3449.5,3485.9,3513.2,3525.1,3492.9,3455.7,3469.6,3510.9,3549.1,3589.4,3596.5,3599.4,3669.8,3648.8,3574.7,3581.8,3651.6,3685,3652.2,3556.1,3510.6,3467.4,3463.4,3497.7,3529.9,3541,3558.3,3596.7,3616.3,3609.4,3638.9,3662.2,3662.9,3687.6,3737.1,3820.6,3909.3,4016.7,4191.3,4363.6
0,4054.8,4075.3,4055.2,4114.4,4051.1,4077,4076,4067.7,4071.2,4062.5,4060.6,4071.9,4085.5,4085.4,4072,4092.2,4062.5,4026.1,3995.3,3969.9,3991.5,4025.8,4047.8,4061.2,4092.7,4149.7,4080.3,4083.5,4023.6,4030.2,3965.3,3916.5,3823.6,3740.6,3582.2,3480.9,3437.7,3346.8,3385,3431.4,3443.8,3463.9,3489.3,3520.2,3519.7,3485.5,3444.8,3443,3474.7,3542.8,3633.5,3663,3690.5,3780.6,3692.8,3565.6,3596.4,3682.4,3737.6,3726.4,3587.6,3505.7,3492.5,3542.7,3537.2,3559.4,3557,3556.6,3599.5,3628.4,3629.6,3652.9,3680.2,3672.4,3677.2,3769.4,3856.3,3916.9,4013,4113.4,4334.6
4033.7,4085.8,4073.8,4046.5,4055.9,4000,4048.8,4062.9,4035.7,4039.9,4038.8,4035.1,4033,4041.2,4024.2,3999.9,4006.2,4003.3,3984.6,3976,3980.9,4015.5,4071.1,4109.8,4118.5,4082.1,4087.9,4056.1,4051.9,3998.8,3930.5,3844.8,3680.9,3610.3,3513.4,3412.3,3422.9,3377.1,3381.5,3424.1,3449.6,3462.7,3475,3491.5,3508.4,3489.6,3477.5,3458.3,3445.6,3462.5,3550.5,3655.6,3722.4,3766.4,3839.5,3725.5,3610.5,3639,3707.1,3760,3808.6,3629,3497.6,3559.3,3701.5,3695.8,3640.1,3634.9,3571.4,3600.6,3639,3643.9,3659.4,3675,3673.3,3701.8,3813.7,3913.9,3962.1,4059.4,3984.3,4206.4
4044.8,4097.9,4051.7,4020.3,4033.2,4006.9,4031.2,4042.9,3988.7,3991.2,3990.9,3988.1,3980.2,3994.8,3971.8,3942.1,3923.1,3973,3972.3,4021.7,4028.7,4064.3,4093,4138.9,4141.2,4052.1,4028.3,3981.5,3927.6,3826.4,3761,3625.7,3476.1,3461.1,3390.3,3392.8,3420.1,3401.1,3427.5,3456.6,3463,3480.5,3486.9,3498.1,3457.6,3431.5,3450.9,3465.9,3458.2,3478.7,3558.3,3642.8,3720.8,3804,3792.9,3740.4,3645,3665,3688.7,3737.8,3787.3,3653,3558.3,3648.3,3831.6,3870.6,3790.2,3721.1,3634.5,3609.9,3643.5,3651.3,3650.5,3665.4,3672.6,3698.9,3801.5,3902.7,3970.2,4064.2,3971.3,4025.4
4047,4067.7,4025.9,3992.6,3985.9,3984.6,3967.3,3985.1,3910.3,3946.6,3934.9,3953.6,3935,3969.9,3961.3,3944.6,3950.8,4005.9,4017.6,4076.7,4048.2,4060.3,4019.4,4046.6,4019.3,3952.1,3935,3827.7,3751.6,3600.4,3551.3,3442.3,3405.1,3386,3367,3410.1,3452.3,3441.7,3461.3,3455.5,3457.8,3474.7,3494.9,3476.2,3400.9,3367.5,3411.7,3456.3,3455.7,3474.2,3544.6,3592.3,3675.4,3747.8,3723.2,3676.3,3622.5,3617.1,3634,3681.9,3705,3667.4,3686.9,3732.3,3850,3943,3891,3740.9,3651.9,3637.4,3667.5,3676.7,3666.1,3668.2,3686.3,3694.9,3723,3812.6,3893.1,3932.9,3976.6,3908.5
