36.351,37.526,37.479,35.986,34.755,33.697,31.882,29.407,29.362,31.369,32.378,32.672,31.932,30.309,29.065,28.087,27.074,26.057,24.906,23.661,22.637,21.793,20.679,19.356,18.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.903,36.526,36.131,35.211,34.027,32.696,30.572,29.103,30.545,31.958,32.913,32.604,30.631,29.12,27.807,26.674,25.614,24.424,23.246,22.569,22.017,20.841,19.42,18.673,18.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.313,35.421,35.309,34.774,33.458,31.938,30.095,29.752,30.707,32.211,33.64,31.796,29.859,28.282,26.967,25.82,24.673,23.583,22.844,22.323,21.54,20.381,19.343,18.65,17.959,16.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.556,34.233,34.074,33.79,32.495,31.109,29.683,29.464,29.794,32.503,33.309,31.356,29.5,27.83,26.446,25.188,24.214,23.35,22.772,22.208,21.432,20.626,19.688,18.59,17.544,16.872,16.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.576,33.017,32.698,32.802,31.552,30.495,29.568,28.792,29.114,33.203,33.12,31.4,29.357,27.571,26.035,24.879,24.087,23.38,22.765,22.137,21.569,20.988,19.86,18.515,17.604,17.42,16.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.455,33.025,32.073,32.077,31.131,30.313,29.585,28.457,29.276,33.534,33.065,31.525,29.371,27.619,26.118,25.164,24.424,23.632,22.79,22.029,21.513,20.952,19.861,18.718,17.946,17.84,17.124,12.254,7.1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.637,34.017,32.286,31.541,30.918,30.334,29.719,28.367,29.226,33.249,33.081,31.711,29.526,27.916,26.551,25.663,24.88,23.885,22.803,21.965,21.451,20.887,20.017,19.079,18.426,18.302,17.662,14.504,10.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.695,34.602,32.591,31.105,30.661,30.22,29.635,28.443,28.948,31.82,32.526,31.8,29.866,28.362,27.045,26.082,25.183,24.047,22.852,22.02,21.514,20.991,20.25,19.444,18.873,18.711,18.227,16.492,13.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.194,34.172,32.705,30.886,30.351,29.952,29.378,28.536,28.698,30.388,31.71,31.813,30.359,28.893,27.488,26.354,25.293,24.125,22.952,22.163,21.671,21.169,20.498,19.781,19.275,19.128,18.724,17.316,14.693,7.2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.729,33.689,32.732,30.668,30.153,29.804,29.344,28.635,28.504,29.616,31.183,31.975,30.843,29.415,27.922,26.641,25.44,24.238,23.076,22.314,21.821,21.304,20.675,20.028,19.58,19.476,19.127,18.002,15.901,8.1924,0,0,0,0,0,0,0,0,4.5186,7.2372,8.6179,9.0281,8.5813,9.2037,8.9841,8.9818,8.8947,9.414,10.933,2.6733,2.262,5.3951,0,9.4348,8.5317,6.7774,6.7931,7.9249,7.8474,7.5541,7.1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.557,32.543,32.248,30.866,30.374,30.011,29.677,28.789,28.338,29.198,30.952,32.374,31.254,29.843,28.299,26.926,25.634,24.36,23.129,22.302,21.759,21.224,20.675,20.122,19.764,19.749,19.601,18.699,17.434,9.7925,0,0,0,0,0,0,0,6.2697,10.598,13.871,15.1,15.636,16.002,15.841,14.966,15.162,15.653,15.77,14.866,11.335,15.866,16.69,15.02,13.501,13.158,14.887,16.059,15.225,14.373,13.83,12.469,10.528,8.8664,7.3166,5.8939,3.3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.105,31.279,31.775,31.113,30.631,30.254,30.011,29.026,28.375,28.927,30.629,32.581,31.673,30.292,28.69,27.226,25.853,24.513,23.204,22.283,21.681,21.13,20.647,20.178,19.903,19.995,20.054,19.35,18.551,11.7,0,0,0,0,0,0,0,11.26,14.5,16.177,17.157,17.711,18.085,18.019,17.682,17.703,17.926,17.999,18.163,19.398,18.687,18.648,18.75,18.444,18.413,18.465,18.288,17.806,17.265,16.79,16.221,15.84,15.597,15.075,13.8,11.529,7.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.902,30.524,31.212,30.995,30.729,30.497,30.262,29.438,28.749,28.819,30.168,32.318,32.025,30.838,29.138,27.416,25.753,24.455,23.316,22.378,21.696,21.118,20.748,20.421,20.154,20.058,20.024,19.686,19.246,13.933,4.7401,0,0,0,0,0,7.8625,14.233,16.367,17.703,18.657,19.003,19.176,19.408,19.79,19.748,19.818,20.04,20.725,21.15,20.273,20.325,19.838,19.342,19.157,19.181,19.184,19.114,18.949,18.703,18.43,18.926,19.88,20.559,20.061,19.113,16.014,11.538,8.0862,6.2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9203,8.0633,8.2839,6.9873,0,9.6453
