1.5807,1.5186,1.2699,0.88348,0.50164,0.15996,5.4503e-05,0,0,0,0.11334,0.58208,1.1304,1.4401,1.6676,1.7743,1.8304,1.8329,1.8052,1.7646,1.7392,1.7471,1.7622,1.7338,1.7003,1.685,1.6743,1.6778,1.6981,1.7152,1.7264,1.7304,1.7129,1.6928,1.6916,1.692,1.6511,1.6148,1.6464,1.6822,1.7269,1.773,1.8592,1.954,2.0163,2.0617,2.1129,2.1595,2.1613,2.1612,2.144,2.0375,1.9677,2.0132,2.0392,2.0227,2.006,1.9849,1.9728,2.0015,2.0366,2.0461,2.0472,2.0339,2.0151,2.0084,2.0116,1.9997,1.9679,1.8547,1.7039,1.5835,1.4839,1.4105,1.3953,1.3874,1.3588,1.3375,1.3418,1.3452,1.3358,1.3289,1.3516,1.3727,1.3558,1.329,1.3274,1.346,1.3618,1.3706,1.3785,1.3855,1.39,1.3903,1.3914,1.3993,1.4089,1.4188,1.4315,1.4455,1.465,1.4867,1.4937,1.473,1.4511,1.4425,1.4401,1.43,1.4218,1.4345,1.4518,1.4605,1.4613,1.4674,1.4859,1.494,1.487,1.4966,1.5248,1.5422
1.6185,1.5434,1.4281,0.955,0.45738,0.20969,0.011509,0,0.0020492,0.28131,1.0556,1.6418,1.8416,1.8632,1.8573,1.8515,1.8355,1.8002,1.7514,1.7138,1.7189,1.7253,1.7369,1.7427,1.73,1.7081,1.696,1.6878,1.6787,1.6755,1.6941,1.7118,1.7238,1.7347,1.7079,1.6841,1.6923,1.6878,1.6572,1.6442,1.6752,1.7096,1.7509,1.7975,1.879,2.0013,2.073,2.1078,2.146,2.1567,2.1957,2.1645,2.0399,2.0047,2.0245,2.0171,2.0052,1.9954,1.9883,1.9955,2.0298,2.0598,2.059,2.0513,2.0334,2.0068,1.9927,2.0003,2.0005,1.9359,1.8532,1.7495,1.653,1.5669,1.4703,1.3951,1.3919,1.3815,1.3545,1.3399,1.344,1.3456,1.3408,1.3463,1.3584,1.3451,1.3031,1.298,1.3448,1.3714,1.375,1.3767,1.3762,1.3731,1.3682,1.3691,1.3861,1.4049,1.4205,1.435,1.4591,1.4907,1.4932,1.475,1.4556,1.439,1.4385,1.4428,1.4421,1.4442,1.4534,1.4585,1.4584,1.4553,1.4615,1.4791,1.4919,1.4996,1.5132,1.5226
1.6619,1.6039,1.5322,1.2547,0.70244,0.309,0.10706,0,0.015973,0.64845,1.5642,1.7698,1.7531,1.7305,1.7106,1.7221,1.7434,1.7565,1.7556,1.7442,1.734,1.734,1.7354,1.7343,1.7279,1.7159,1.7039,1.6982,1.6952,1.6872,1.6808,1.6867,1.7023,1.7149,1.7309,1.725,1.684,1.6818,1.6892,1.6749,1.67,1.6879,1.7188,1.7541,1.7989,1.8584,1.993,2.1144,2.1384,2.1479,2.1618,2.1707,2.1106,2.064,2.052,2.0244,2.0105,2.0033,1.9989,2.0027,2.0227,2.0531,2.0666,2.0428,2.0112,1.9793,1.9499,1.9446,1.975,1.986,1.899,1.7952,1.7133,1.6417,1.5648,1.4888,1.4131,1.3937,1.3841,1.363,1.3442,1.342,1.3433,1.3457,1.3602,1.3573,1.3288,1.2888,1.3061,1.3616,1.3795,1.3774,1.3737,1.3683,1.3644,1.3654,1.3735,1.3948,1.4163,1.4291,1.4399,1.4656,1.494,1.4867,1.464,1.4476,1.4348,1.4378,1.4446,1.4467,1.4458,1.4446,1.4451,1.4472,1.4533,1.4657,1.4808,1.4919,1.5001,1.5097
1.6569,1.6415,1.598,1.5165,1.058,0.51144,0.23567,0.16769,0.67745,1.5762,1.841,1.7671,1.7283,1.7022,1.7136,1.7207,1.7116,1.7055,1.7091,1.7308,1.7461,1.751,1.7481,1.7461,1.7348,1.7167,1.6964,1.6939,1.6975,1.7003,1.6951,1.691,1.693,1.7038,1.7106,1.7254,1.7364,1.6971,1.6746,1.6782,1.6758,1.688,1.7134,1.7431,1.7734,1.8217,1.9054,2.092,2.206,2.1613,2.1624,2.1607,2.108,2.0812,2.0638,2.0393,2.0263,2.0164,2.0041,2.0077,2.0063,2.0171,2.0304,2.0213,1.9802,1.9376,1.9214,1.9119,1.9349,1.9717,1.9638,1.8678,1.767,1.6817,1.6061,1.5212,1.4634,1.4221,1.3989,1.3815,1.3648,1.3462,1.3374,1.3367,1.3474,1.3701,1.3503,1.3236,1.2949,1.3294,1.3796,1.3873,1.3824,1.3745,1.3638,1.363,1.3699,1.3785,1.3931,1.4042,1.4203,1.4452,1.4683,1.4837,1.4726,1.4543,1.4389,1.4252,1.4274,1.4302,1.4277,1.4229,1.4254,1.4319,1.4438,1.4621,1.4763,1.4821,1.4884,1.4973
1.6611,1.6731,1.6521,1.6069,1.3937,0.8037,0.34916,0.54472,1.176,1.7388,1.8637,1.7818,1.7331,1.6924,1.6721,1.7206,1.7524,1.7394,1.7234,1.7189,1.7285,1.7431,1.7513,1.7487,1.7445,1.7313,1.7143,1.6985,1.699,1.7027,1.7035,1.7005,1.7,1.7052,1.7105,1.7151,1.7312,1.7212,1.684,1.6718,1.6673,1.6878,1.714,1.7368,1.765,1.7968,1.8719,2.0379,2.228,2.1749,2.1562,2.1781,2.1254,2.0881,2.0615,2.0323,2.0432,2.0571,2.0429,2.0223,2.0084,1.9924,1.9965,2.0036,1.9886,1.9686,1.9579,1.9543,1.9541,1.9653,1.9703,1.9196,1.8047,1.6999,1.6123,1.5314,1.455,1.4233,1.4044,1.3914,1.3812,1.3645,1.3436,1.3355,1.3406,1.3572,1.3592,1.3393,1.311,1.2951,1.3488,1.4002,1.3956,1.3871,1.3803,1.3776,1.38,1.381,1.3808,1.3845,1.3883,1.4094,1.4405,1.4646,1.4824,1.4707,1.4533,1.4298,1.4116,1.4151,1.4174,1.4174,1.4215,1.429,1.4358,1.4558,1.4758,1.4724,1.4795,1.4875
1.6668,1.6788,1.6746,1.6381,1.5777,1.1156,0.47565,0.79988,1.4548,1.8377,1.8511,1.7661,1.7439,1.7165,1.6653,1.6496,1.6861,1.7296,1.7441,1.7351,1.7253,1.7283,1.7355,1.7372,1.7314,1.7258,1.7212,1.7153,1.7107,1.7103,1.709,1.7064,1.7075,1.7134,1.7164,1.7138,1.7238,1.7308,1.7012,1.678,1.6852,1.7034,1.7271,1.7467,1.7676,1.8019,1.875,2.0402,2.1924,2.1868,2.1455,2.1536,2.1281,2.1022,2.0856,2.0658,2.0746,2.1031,2.0983,2.0603,2.0331,2.002,1.9775,1.9832,1.9863,1.9839,1.9787,1.9719,1.9673,1.9602,1.931,1.8859,1.7901,1.681,1.5813,1.5085,1.442,1.4023,1.4015,1.4009,1.3923,1.3785,1.3566,1.3351,1.3414,1.355,1.3642,1.3512,1.3176,1.2957,1.3143,1.3822,1.4126,1.4011,1.3924,1.3929,1.3907,1.3852,1.3812,1.3814,1.384,1.388,1.4103,1.4352,1.4641,1.4866,1.4692,1.4485,1.4267,1.4187,1.4157,1.4148,1.4236,1.4316,1.4342,1.4422,1.4463,1.4492,1.4671,1.4831
1.6705,1.6773,1.6767,1.6596,1.6331,1.5073,1.1316,1.1571,1.7304,1.9214,1.8379,1.7184,1.7054,1.728,1.6999,1.6411,1.621,1.6418,1.6738,1.6999,1.7137,1.7206,1.7259,1.7282,1.7218,1.7124,1.7056,1.7122,1.72,1.724,1.7193,1.7113,1.7122,1.72,1.7227,1.7199,1.722,1.7265,1.7087,1.6896,1.6975,1.7219,1.7479,1.7568,1.763,1.8126,1.9234,2.0887,2.1904,2.1824,2.1552,2.1453,2.1147,2.1062,2.1175,2.1074,2.0987,2.0994,2.0818,2.0615,2.0673,2.0318,1.9868,1.9862,1.9967,1.9934,1.9731,1.9479,1.9477,1.9485,1.909,1.8464,1.7698,1.6645,1.564,1.4916,1.4459,1.4074,1.414,1.4259,1.4143,1.39,1.3647,1.3437,1.3383,1.3417,1.3557,1.3655,1.3346,1.3171,1.3032,1.356,1.4194,1.4199,1.4011,1.389,1.3795,1.3696,1.3713,1.3777,1.3804,1.3784,1.385,1.4095,1.4387,1.4719,1.4752,1.4569,1.4428,1.435,1.4244,1.4094,1.4141,1.4236,1.4307,1.441,1.43,1.4279,1.4471,1.4741
1.6792,1.6826,1.6866,1.7023,1.6771,1.6278,1.5281,1.5272,1.749,1.9032,1.8782,1.7649,1.7014,1.7226,1.7174,1.6955,1.6614,1.6326,1.6176,1.6138,1.6559,1.6853,1.7046,1.7171,1.7231,1.7134,1.699,1.6929,1.7126,1.7351,1.7348,1.7203,1.7132,1.7203,1.7262,1.7252,1.724,1.7184,1.6987,1.6895,1.7005,1.7197,1.7433,1.752,1.7489,1.8173,1.9868,2.1279,2.2043,2.1644,2.1411,2.1224,2.0951,2.0928,2.1121,2.1012,2.0732,2.0541,2.0225,2.0148,2.0568,2.049,2.0264,2.0266,2.0263,2.0092,1.9714,1.9346,1.925,1.9283,1.9042,1.8265,1.7462,1.6471,1.5505,1.4718,1.4421,1.4141,1.4156,1.426,1.4126,1.3839,1.3603,1.35,1.3438,1.3383,1.3389,1.3465,1.3394,1.3391,1.3284,1.3518,1.419,1.4547,1.4249,1.3912,1.3778,1.3664,1.3677,1.3723,1.3727,1.3665,1.3586,1.3838,1.4162,1.4461,1.4735,1.4555,1.4396,1.4241,1.4068,1.4007,1.4027,1.4118,1.4213,1.4322,1.4308,1.4275,1.431,1.4573
1.6641,1.6644,1.6845,1.7231,1.7458,1.6947,1.6255,1.7092,1.9093,1.9581,1.9065,1.8273,1.7826,1.7753,1.7464,1.6972,1.7004,1.6968,1.6733,1.6492,1.636,1.647,1.6651,1.6891,1.7094,1.7217,1.7153,1.6991,1.6996,1.7218,1.7344,1.7223,1.7144,1.7204,1.7286,1.7285,1.7222,1.7089,1.6808,1.6781,1.6812,1.7013,1.7389,1.7641,1.7963,1.8943,2.0433,2.1587,2.2058,2.1071,2.0612,2.0644,2.0666,2.0779,2.0775,2.048,2.0303,2.0276,2.0172,2.0366,2.0487,2.0292,2.031,2.0369,2.0101,1.9743,1.9401,1.9148,1.9042,1.9067,1.9005,1.8103,1.7161,1.6293,1.5543,1.4883,1.4575,1.4246,1.4172,1.422,1.4091,1.3801,1.3573,1.3511,1.345,1.3379,1.3325,1.3353,1.3428,1.3527,1.3581,1.3693,1.4201,1.4669,1.4434,1.4072,1.3879,1.3808,1.3767,1.3745,1.368,1.356,1.3374,1.3403,1.3772,1.4105,1.4334,1.4388,1.4316,1.4138,1.3843,1.3801,1.3839,1.3911,1.4027,1.4148,1.4256,1.4344,1.4395,1.4437
1.6566,1.6477,1.6746,1.7373,1.8088,1.789,1.7114,1.7304,1.8912,1.9717,1.9086,1.8226,1.7949,1.809,1.8054,1.7461,1.6929,1.708,1.7264,1.7136,1.6881,1.663,1.6596,1.6648,1.6836,1.706,1.7233,1.7195,1.7083,1.7117,1.7218,1.7168,1.7137,1.721,1.729,1.7261,1.7183,1.7012,1.6756,1.6695,1.666,1.7085,1.7764,1.8358,1.8968,1.9902,2.0975,2.1491,2.0902,2.0101,1.9813,2.034,2.0686,2.0787,2.0685,2.0249,2.0092,2.0084,2.0207,2.0694,2.0516,2.0091,1.9982,2.0026,1.9835,1.9442,1.9194,1.9106,1.9005,1.8953,1.8863,1.7919,1.69,1.6082,1.5515,1.4939,1.458,1.4274,1.422,1.4292,1.4148,1.3815,1.3573,1.3508,1.3443,1.3406,1.3402,1.3461,1.3539,1.3618,1.3673,1.367,1.3793,1.4206,1.4396,1.4146,1.3967,1.3884,1.3757,1.3658,1.36,1.347,1.3146,1.2898,1.3289,1.3748,1.3986,1.4175,1.4144,1.4023,1.376,1.3579,1.3569,1.3623,1.3815,1.3988,1.4209,1.4385,1.45,1.4432
