26.508,26.73,26.977,27.127,27.455,28.358,29.651,31.838,34.28,36.829,38.599,37.794,36.848,36.672,36.795,37.913,38.506,37.429,36.406,35.619,35.236,35.697,35.511,34.123,33.362,33.556,34.021,34.8,34.926,34.407,33.973,33.811,34.168,35.015,35.739,36.108,36.3,36.335,36.183,36.101,36.165,36.277,36.359,36.355,36.736,37.34,37.157,36.579,36.9,37.834,39.274,40.908,41.801,42.29,42.045,41.767,40.591,38.866,37.423,36.163,35.489,35.078,34.155,32.935,32.033,31.144,29.639,27.828,27.595,27.842,28.178,28.517,28.349,28.153,28.738,29.476,30.079,30.736,32.048,33.453,34.664,35.926,37.148,38.262,40.005,41.637,43.179,44.449,44.961,45.15,44.063,42.548,39.906,37.792,38.08,39.276,42.181,44.863,45.763,45.895,44.732,43.436,42.083,41.171,41.483,41.809,42.183,42.561,42.813,42.697,41.457,40.548,40.67,41.099,41.617,42.39,43.505,44.675,46.323,47.784,49.002,50.065,50.881,51.554,52.315,51.449,48.946,47.859,48.138,48.283
26.747,27.765,29.125,30.579,32.384,34.7,36.811,38.744,40.241,41.008,41.235,39.47,37.801,37.61,37.88,38.709,39.218,38.545,37.974,37.555,37.2,37.157,37.069,37.119,37.333,37.407,37.026,35.355,34.147,34.33,35.032,36.311,37.371,38.273,38.453,37.908,37.44,37.031,36.894,36.905,36.798,36.618,36.622,36.824,37.236,37.759,38.246,38.834,39.466,40.03,40.416,40.636,41.154,41.919,43.864,46.646,46.641,44.869,43.568,42.769,42.332,41.905,40.927,39.925,39.437,39.466,40.073,42.349,42.578,42.66,41.498,39.918,38.984,39.316,39.099,38.843,39.137,39.717,40.94,42.108,43.359,44.363,44.178,44.03,44.695,45.26,44.636,44.049,43.678,43.009,41.493,39.665,38.066,38.317,41.948,45.376,46.429,46.721,45.912,44.764,43.24,41.819,41.06,40.704,41.333,42.047,42.848,43.66,44.331,44.465,42.968,42.418,44.152,45.259,44.741,44.274,43.979,44.52,46.449,48.095,49.345,50.093,49.994,50.097,50.706,50.379,48.743,48.071,48.624,49.232
28.075,31.388,34.127,37.105,39.966,42.227,43.424,42.739,41.75,39.987,38.365,37.915,37.833,38.455,39.275,39.497,39.516,39.489,39.477,39.4,39.424,39.816,40.542,41.014,41.256,39.859,37.995,36.627,35.899,36.784,37.483,37.758,38.21,38.975,39.643,40.26,40.646,40.82,40.394,39.318,38.503,37.885,37.739,37.967,38.242,38.583,39.523,40.689,41.211,41.401,41.283,41.097,41.315,41.677,42.437,43.068,42.612,41.778,41.831,42.743,43.129,42.909,43.089,43.878,44.276,44.627,44.89,45.177,45.209,45.056,44.76,44.486,44.585,44.877,44.343,43.787,44.057,44.623,44.805,44.667,43.791,42.734,43.035,43.541,44.452,45.265,43.438,41.583,40.192,38.519,36.529,34.836,36.588,40.064,46.127,50.227,48.935,47.194,45.465,43.828,42.698,42.041,41.981,42.097,42.778,43.347,43.375,43.227,43.009,42.721,42.908,43.56,45.228,46.306,45.477,44.795,44.434,44.705,46.449,47.989,49.101,49.537,48.567,48.033,48.65,48.84,48.261,48.13,48.699,49.225
31.01,35.361,38.312,40.431,41.6,42.023,42.208,42.29,42.289,41.665,40.812,40.249,39.89,39.563,39.244,39.262,39.356,39.603,39.961,40.663,41.55,43.057,44.66,44.363,43.601,41.102,38.239,37.17,36.615,37.377,37.838,37.793,37.962,38.414,39.011,39.753,40.551,41.474,41.847,41.685,41.53,41.3,40.947,40.39,40.069,39.972,40.53,41.364,41.799,41.991,42.046,42.107,42.025,41.866,41.055,39.762,39.203,39.315,40.215,41.777,42.667,43.065,43.315,43.069,43.167,43.849,44.582,45.433,45.92,46.014,46.323,46.852,47.003,46.897,46.639,46.358,46.772,47.348,46.603,45.286,42.983,40.814,41.391,42.105,42.805,43.341,40.97,38.542,37.022,35.575,35.363,35.972,39.478,43.034,45.901,47.537,46.127,44.618,43.991,43.658,44.027,44.704,44.809,44.805,45.087,45.141,44.058,42.801,41.969,41.539,43.293,45.069,46.312,47.114,46.215,45.551,45.653,46.098,47.524,48.7,49.209,49.233,48.206,47.509,47.91,48.2,48.115,48.074,48.129,47.999
34.847,40.002,41.893,42.794,42.894,41.9,40.928,41.451,42.27,42.75,43.096,42.635,41.76,40.681,39.52,39.363,39.598,39.851,40.063,40.39,40.679,41.761,42.959,42.267,40.935,39.32,37.856,36.949,36.225,36.591,36.977,37.34,37.628,37.854,38.225,38.779,39.798,41.267,42.23,42.682,42.795,42.451,41.892,41.273,40.945,40.829,41.163,41.688,42.144,42.574,43.135,43.767,43.97,43.951,42.878,41.188,40.104,39.409,39.526,40.467,41.44,42.537,42.7,41.283,40.984,41.972,42.762,43.455,43.607,43.446,43.55,43.798,44.143,44.609,44.469,44.028,44.175,44.473,43.521,42.086,40.622,39.473,39.613,39.751,39.749,39.598,37.279,35.193,35.073,35.212,37.081,39.08,42.418,45.208,45.304,45.037,43.928,42.923,43.202,43.741,44.85,45.974,46.254,46.394,46.225,45.815,44.512,43.087,43.168,43.841,45.698,47.474,47.677,47.624,46.896,46.401,47.291,48.263,49.205,49.858,49.555,49,48.002,47.311,47.532,47.865,48.142,48.221,47.939,47.463
40.309,44.317,44.583,44.423,44.117,43.507,42.921,42.628,42.381,42.16,41.925,41.546,41.118,40.72,40.446,40.507,40.646,40.431,40.06,39.579,39.194,39.936,40.846,40.231,39.138,38.723,38.594,38.3,37.988,38.281,38.557,39.012,39.382,39.622,39.69,39.492,39.676,40.316,40.645,40.675,40.414,39.854,39.875,40.518,40.974,41.27,41.526,41.746,42.244,42.923,43.834,44.719,44.942,44.765,43.591,42.177,41.632,41.812,41.691,40.785,39.961,39.55,38.839,37.632,37.355,38.228,39.102,39.997,40.284,40.124,40.044,40.104,40.88,42.044,42.122,41.432,41.168,41.029,40.001,38.743,38.309,38.236,38.47,38.902,40.459,42.413,42.245,42.245,43.381,44.513,43.159,41.395,42.099,42.989,43.877,44.659,44.182,43.659,43.873,44.266,45.303,46.347,47.015,47.611,47.158,46.346,44.992,43.577,44.25,45.524,47.12,48.551,48.289,47.915,47.69,47.645,48.281,48.83,48.839,48.699,48.286,47.907,47.924,48.089,48.351,48.664,48.824,48.84,48.51,48.014
44.895,46.576,46.166,45.667,45.147,44.907,44.805,43.968,42.637,41.586,40.763,40.348,40.465,40.58,40.671,40.618,40.356,40.345,40.72,40.832,40.829,40.669,40.113,39.682,39.596,39.812,40.241,40.356,40.194,40.167,40.209,40.548,40.845,41.062,40.962,40.294,39.94,40.102,40.113,39.87,39.574,39.311,39.667,40.469,40.761,40.715,40.709,40.726,41.297,42.111,42.701,43.118,43.039,42.737,42.494,42.513,43.422,44.944,44.436,41.84,39.797,38.444,37.365,36.911,37.316,38.733,39.664,39.878,40.022,40.261,40.741,41.424,41.945,42.285,41.803,40.613,39.291,37.733,36.631,35.925,36.354,37.156,38.041,39.181,42.84,46.603,47.363,47.859,48.981,50.071,46.995,43.289,42.185,41.516,42.866,44.35,44.418,44.357,44.668,45.139,45.993,46.774,47.527,48.254,47.77,46.86,45.839,44.863,45.002,45.433,46.337,47.284,47.604,47.91,48.504,49.242,49.059,48.697,47.738,46.702,46.528,46.571,47.767,48.805,49.048,49.25,49.117,48.935,48.691,48.349
47.426,48.286,46.526,45.05,44.156,43.762,43.553,42.977,42.047,41.209,40.339,39.903,40.311,40.485,40.227,39.838,39.24,39.8,41.409,42.177,42.505,41.847,40.528,40.234,40.369,40.516,40.776,40.725,40.556,40.6,40.704,40.685,40.674,40.897,40.977,40.734,40.724,41.091,41.12,40.473,40.09,40.221,40.466,40.735,40.607,40.334,40.222,40.089,40.741,41.669,42.195,42.733,42.949,43.078,43.36,43.6,44.704,46.391,46.525,45.421,44.578,43.891,43.321,42.72,42.871,44.212,44.137,42.196,41.322,41.669,42.482,43.657,43.743,42.835,41.493,39.757,37.571,35.112,34.408,34.72,36.353,38.311,40.095,41.949,44.611,46.955,46.763,46.035,46.461,47.097,45.558,43.737,43.152,42.803,43.381,44.119,44.541,44.948,45.595,46.344,46.854,47.225,47.944,48.737,48.314,47.39,46.757,46.424,46.366,46.35,46.818,47.394,47.798,48.081,48.66,49.27,48.987,48.61,48.899,49.473,49.027,48.417,48.452,48.27,48.341,48.469,48.006,47.515,47.769,48.109
48.448,46.324,43.861,42.483,42.24,42.148,41.974,41.856,41.731,41.458,40.71,40.225,40.521,40.563,40.359,40.455,40.982,41.684,42.202,42.368,42.409,42.479,42.827,42.713,41.653,41.022,40.913,40.758,40.656,40.845,41.092,40.921,40.749,40.99,41.19,41.132,41.134,41.264,41.05,40.235,39.869,40.213,40.649,41.19,41.794,42.574,42.41,41.667,41.908,42.544,43.5,44.595,45.005,45.272,45.208,44.887,45.827,47.381,47.966,47.752,47.286,46.723,46.101,45.589,45.427,45.375,44.154,41.585,40.241,40.211,40.727,41.766,41.577,40.222,38.729,37.194,35.986,35.295,35.628,36.45,38.679,41.243,43.484,45.61,46.491,46.863,45.603,43.807,43.812,44.443,44.453,44.445,44.472,44.397,44.557,44.825,45.277,45.728,46.637,47.744,48.276,48.678,49.283,49.861,49.463,48.548,48.405,48.97,49.547,50.076,50.338,50.352,49.719,48.726,48.327,48.137,48.192,48.424,50.736,53.7,52.839,51.129,49.445,47.866,47.99,48.401,47.764,46.88,47.278,47.896
45.422,43.068,41.939,42.132,42.848,42.821,42.942,43.128,43.449,43.546,42.905,42.177,41.421,40.748,40.881,41.683,43.601,44.191,43.193,42.534,42.26,42.622,43.783,43.612,41.949,41.037,40.911,40.877,40.937,41.163,41.436,41.564,41.675,41.832,41.92,41.588,41.158,40.679,40.091,39.441,39.316,39.958,40.737,41.622,42.813,44.234,43.842,42.546,42.432,42.863,43.783,44.76,45.079,45.295,45.573,46.018,46.639,47.083,46.311,44.45,43.24,43.102,43.591,44.98,45.225,43.41,41.45,39.513,38.313,38.124,38.582,39.679,39.577,38.235,37.135,36.425,36.899,38.28,39.51,40.581,42.91,45.498,46.871,47.724,47.664,47.298,45.696,43.504,43.558,44.72,45.652,46.574,46.766,46.556,46.82,47.289,47.217,46.895,47.81,49.274,50.112,50.761,51.123,51.268,50.764,49.839,50.069,51.264,52.202,53.012,53.032,52.508,51.175,49.402,48.728,48.762,49.274,49.919,51.564,53.213,51.802,49.632,49.134,49.35,50.362,51.545,50.654,49.048,48.432,48.066
